rank,county,population,score,tier,survival_prob,revenue_score,projected_revenue,sector_growth_pct,annual_growth_rate,economic_adjustment,p_shrinking,p_flat,p_moderate,p_strong,status,notes
28,"Thomas, GA",45666,58.66999816894531,Cautious Expand,0.6106,0.7604,4.432353e+06,38.51,6.73,1.306,0.167,0.091,0.251,0.491,ok,
29,"Effingham, GA",71549,58.66999816894531,Cautious Expand,0.6034,0.8227,4.485618e+06,40.18,6.99,1.321,0.106,0.089,0.385,0.42,ok,
30,"Habersham, GA",48851,57.540000915527344,Cautious Expand,0.5904,0.7689,4.5604015e+06,42.51,7.34,1.343,0.19,0.052,0.152,0.607,ok,
31,"Upson, GA",28265,57.029998779296875,Cautious Expand,0.5943,0.7757,4.519716e+06,41.24,7.15,1.331,0.138,0.108,0.237,0.517,ok,pop_dampened
32,"Hart, GA",27557,55.540000915527344,Cautious Expand,0.5981,0.7328,4.46071e+06,39.4,6.87,1.314,0.185,0.103,0.16,0.553,ok,pop_dampened
33,"Pike, GA",20422,53.65999984741211,Cautious Expand,0.6059,0.6999,4.3653355e+06,36.42,6.41,1.286,0.194,0.132,0.161,0.513,ok,pop_dampened
34,"McDuffie, GA",21860,53.0,Cautious Expand,0.5954,0.7178,4.428963e+06,38.41,6.72,1.305,0.183,0.124,0.155,0.538,ok,pop_dampened
35,"Douglas, GA",149401,52.720001220703125,Cautious Expand,0.5972,0.7449,4.4099035e+06,37.81,6.62,1.299,0.205,0.063,0.21,0.523,ok,
36,"Camden, GA",57991,51.16999816894531,Cautious Expand,0.5984,0.7227,4.3687415e+06,36.52,6.42,1.287,0.209,0.086,0.194,0.511,ok,
37,"Union, GA",27115,49.84000015258789,Cautious Expand,0.6,0.728,4.329963e+06,35.31,6.23,1.275,0.168,0.13,0.268,0.434,ok,pop_dampened
38,"Spalding, GA",69992,48.86000061035156,Cautious Expand,0.596,0.7708,4.3391615e+06,35.6,6.28,1.278,0.141,0.11,0.368,0.381,ok,
39,"Dougherty, GA",82635,48.56999969482422,Cautious Expand,0.6,0.788,4.304563e+06,34.52,6.11,1.268,0.118,0.117,0.451,0.314,ok,
40,"Pierce, GA",20443,48.290000915527344,Cautious Expand,0.5934,0.6999,4.346539e+06,35.83,6.32,1.28,0.19,0.137,0.179,0.493,ok,pop_dampened
41,"Mitchell, GA",20778,48.22999954223633,Cautious Expand,0.5962,0.7003,4.324925e+06,35.15,6.21,1.274,0.188,0.139,0.199,0.474,ok,pop_dampened
42,"Bulloch, GA",84332,47.529998779296875,Cautious Expand,0.5906,0.7009,4.350865e+06,35.96,6.34,1.282,0.265,0.043,0.12,0.572,ok,
43,"Meriwether, GA",20964,46.22999954223633,Cautious Expand,0.5989,0.6719,4.264057e+06,33.25,5.91,1.256,0.222,0.132,0.164,0.481,ok,pop_dampened
44,"Lowndes, GA",120800,45.7400016784668,Cautious Expand,0.5973,0.7158,4.2652595e+06,33.29,5.92,1.256,0.198,0.108,0.272,0.422,ok,
45,"White, GA",29056,45.720001220703125,Cautious Expand,0.6027,0.7063,4.2268335e+06,32.09,5.72,1.245,0.188,0.132,0.293,0.387,ok,pop_dampened
46,"Banks, GA",19863,45.61000061035156,Cautious Expand,0.5948,0.6991,4.280569e+06,33.77,5.99,1.261,0.178,0.154,0.241,0.427,ok,pop_dampened
47,"Jefferson, GA",15211,44.720001220703125,Cautious Expand,0.5964,0.6705,4.2508795e+06,32.84,5.84,1.252,0.199,0.163,0.19,0.448,ok,pop_dampened
48,"Paulding, GA",183535,44.29999923706055,Cautious Expand,0.6029,0.7484,4.1968755e+06,31.15,5.57,1.236,0.15,0.128,0.433,0.289,ok,
49,"Crisp, GA",19668,44.27000045776367,Cautious Expand,0.6006,0.6516,4.2121075e+06,31.63,5.65,1.241,0.241,0.134,0.15,0.474,ok,pop_dampened
50,"Brantley, GA",18417,43.560001373291016,Cautious Expand,0.5855,0.7045,4.305805e+06,34.56,6.12,1.268,0.172,0.155,0.236,0.438,ok,pop_dampened
51,"Houston, GA",171955,43.52000045776367,Cautious Expand,0.603,0.7692,4.180312e+06,30.63,5.49,1.231,0.105,0.157,0.525,0.213,ok,
52,"Ben Hill, GA",17150,43.029998779296875,Cautious Expand,0.5925,0.6677,4.2441335e+06,32.63,5.81,1.25,0.209,0.154,0.182,0.455,ok,pop_dampened
53,"Lee, GA",33928,42.20000076293945,Cautious Expand,0.6071,0.6995,4.125383e+06,28.92,5.21,1.215,0.174,0.158,0.374,0.294,ok,pop_dampened
54,"Berrien, GA",18587,41.369998931884766,Cautious Expand,0.5919,0.6565,4.2140505e+06,31.69,5.66,1.241,0.228,0.145,0.17,0.458,ok,pop_dampened
55,"Gilmer, GA",32868,40.290000915527344,Cautious Expand,0.5991,0.7443,4.140882e+06,29.4,5.29,1.22,0.12,0.169,0.495,0.216,ok,pop_dampened
56,"Lamar, GA",20420,40.04999923706055,Cautious Expand,0.5972,0.6435,4.14939e+06,29.67,5.33,1.222,0.241,0.144,0.188,0.427,ok,pop_dampened
57,"Colquitt, GA",46515,39.349998474121094,Cautious Expand,0.5928,0.751,4.165686e+06,30.18,5.42,1.227,0.133,0.145,0.479,0.243,ok,
58,"Henry, GA",254934,39.25,Cautious Expand,0.6021,0.6722,4.0990545e+06,28.1,5.08,1.207,0.238,0.112,0.291,0.358,ok,
59,"Putnam, GA",23183,39.20000076293945,Cautious Expand,0.6122,0.6573,4.0309038e+06,25.97,4.73,1.187,0.194,0.186,0.353,0.267,ok,pop_dampened
60,"Emanuel, GA",23146,38.779998779296875,Cautious Expand,0.5909,0.6465,4.1675395e+06,30.24,5.43,1.228,0.251,0.129,0.171,0.45,ok,pop_dampened
61,"Catoosa, GA",68935,37.810001373291016,Cautious Expand,0.5974,0.6559,4.1021608e+06,28.19,5.09,1.208,0.264,0.101,0.236,0.4,ok,
62,"Towns, GA",13007,37.529998779296875,Cautious Expand,0.6049,0.6149,4.0451008e+06,26.41,4.8,1.191,0.237,0.186,0.22,0.357,ok,pop_dampened
63,"Fannin, GA",25916,37.40999984741211,Cautious Expand,0.6078,0.7016,4.0239335e+06,25.75,4.69,1.185,0.147,0.19,0.487,0.177,ok,pop_dampened
64,"Gordon, GA",59844,37.04999923706055,Cautious Expand,0.5976,0.7402,4.0849905e+06,27.66,5.0,1.203,0.119,0.177,0.536,0.169,ok,
65,"Oglethorpe, GA",15788,36.59000015258789,Cautious Expand,0.599,0.6272,4.066317e+06,27.07,4.91,1.198,0.231,0.178,0.232,0.36,ok,pop_dampened
66,"Haralson, GA",32040,35.88999938964844,Cautious Expand,0.5988,0.606,4.0530705e+06,26.66,4.84,1.194,0.332,0.078,0.122,0.469,ok,pop_dampened
67,"Dade, GA",16188,35.34000015258789,Cautious Expand,0.5947,0.6165,4.0699912e+06,27.19,4.93,1.199,0.252,0.165,0.19,0.393,ok,pop_dampened
68,"Wilkes, GA",9552,34.7400016784668,Cautious Expand,0.6044,0.6089,3.9921202e+06,24.75,4.52,1.176,0.224,0.209,0.263,0.304,ok,pop_dampened
69,"Fulton, GA",1083971,34.529998779296875,Strong Expand,0.6357,0.6271,3.7916465e+06,18.49,3.45,1.117,0.147,0.282,0.537,0.033,ok,
70,"Stephens, GA",27255,34.189998626708984,Cautious Expand,0.5978,0.5979,4.0252e+06,25.79,4.7,1.186,0.32,0.103,0.139,0.438,ok,pop_dampened
71,"Early, GA",10570,34.08000183105469,Cautious Expand,0.5952,0.6102,4.0402448e+06,26.26,4.77,1.19,0.234,0.195,0.217,0.355,ok,pop_dampened
72,"Bacon, GA",11140,33.4900016784668,Cautious Expand,0.5917,0.615,4.0517775e+06,26.62,4.83,1.193,0.231,0.193,0.219,0.357,ok,pop_dampened
73,"McIntosh, GA",11532,33.130001068115234,Cautious Expand,0.6038,0.6247,3.963581e+06,23.86,4.37,1.167,0.202,0.216,0.338,0.244,ok,pop_dampened
74,"Jeff Davis, GA",14927,33.119998931884766,Cautious Expand,0.5872,0.6165,4.0756008e+06,27.36,4.96,1.2,0.25,0.167,0.187,0.396,ok,pop_dampened
75,"Rabun, GA",17525,33.06999969482422,Cautious Expand,0.6074,0.6307,3.938655e+06,23.08,4.24,1.16,0.189,0.225,0.382,0.203,ok,pop_dampened
76,"Clarke, GA",130338,33.04999923706055,Cautious Expand,0.5948,0.7005,4.0215048e+06,25.67,4.68,1.185,0.16,0.175,0.477,0.189,ok,
77,"Troup, GA",70957,32.810001373291016,Cautious Expand,0.5998,0.5923,3.9833658e+06,24.48,4.48,1.173,0.363,0.055,0.129,0.452,ok,
78,"Jones, GA",29000,32.459999084472656,Cautious Expand,0.5965,0.5974,3.9982128e+06,24.94,4.55,1.178,0.31,0.116,0.169,0.405,ok,pop_dampened
79,"Chattahoochee, GA",8588,32.119998931884766,Cautious Expand,0.5862,0.6292,4.061586e+06,26.92,4.88,1.196,0.207,0.205,0.258,0.33,ok,pop_dampened
80,"Marion, GA",7485,31.06999969482422,Cautious Expand,0.5883,0.608,4.0249328e+06,25.78,4.69,1.186,0.223,0.211,0.234,0.332,ok,pop_dampened
81,"Turner, GA",8926,31.010000228881836,Cautious Expand,0.5877,0.6215,4.0277752e+06,25.87,4.71,1.186,0.212,0.208,0.268,0.312,ok,pop_dampened
82,"Treutlen, GA",6351,30.93000030517578,Cautious Expand,0.5917,0.6046,3.9984838e+06,24.95,4.56,1.178,0.221,0.218,0.251,0.31,ok,pop_dampened
83,"Atkinson, GA",8351,30.799999237060547,Cautious Expand,0.5839,0.6096,4.0494218e+06,26.54,4.82,1.193,0.229,0.201,0.211,0.358,ok,pop_dampened
84,"Jenkins, GA",8628,30.770000457763672,Cautious Expand,0.5862,0.6146,4.033038e+06,26.03,4.74,1.188,0.219,0.208,0.243,0.33,ok,pop_dampened
85,"Seminole, GA",9080,30.3700008392334,Cautious Expand,0.5994,0.5782,3.9357005e+06,22.99,4.23,1.159,0.256,0.207,0.225,0.312,ok,pop_dampened
86,"Tattnall, GA",24328,29.780000686645508,Cautious Expand,0.5818,0.6135,4.0426998e+06,26.33,4.79,1.191,0.275,0.139,0.189,0.396,ok,pop_dampened
87,"Warren, GA",5108,29.739999771118164,Cautious Expand,0.5927,0.5863,3.9672065e+06,23.98,4.39,1.169,0.237,0.221,0.228,0.314,ok,pop_dampened
88,"Long, GA",19651,29.65999984741211,Cautious Expand,0.5903,0.6682,3.9816838e+06,24.43,4.47,1.173,0.161,0.213,0.443,0.182,ok,pop_dampened
89,"Madison, GA",32255,29.299999237060547,Cautious Expand,0.5988,0.6544,3.917963e+06,22.44,4.13,1.154,0.173,0.215,0.461,0.15,ok,pop_dampened
90,"Taylor, GA",7793,29.18000030517578,Cautious Expand,0.5923,0.5958,3.958901e+06,23.72,4.35,1.166,0.229,0.219,0.261,0.291,ok,pop_dampened
91,"Forsyth, GA",274535,28.979999542236328,Strong Expand,0.6336,0.5253,3.696861e+06,15.53,2.93,1.089,0.355,0.15,0.248,0.248,ok,
92,"Telfair, GA",10969,28.889999389648438,Cautious Expand,0.5795,0.6068,4.0397488e+06,26.24,4.77,1.19,0.242,0.189,0.204,0.365,ok,pop_dampened
93,"Randolph, GA",6113,28.579999923706055,Cautious Expand,0.5967,0.5732,3.916867e+06,22.4,4.13,1.154,0.251,0.22,0.235,0.294,ok,pop_dampened
94,"Lincoln, GA",7898,28.540000915527344,Cautious Expand,0.6008,0.5807,3.8896445e+06,21.55,3.98,1.146,0.237,0.227,0.285,0.25,ok,pop_dampened
95,"Bleckley, GA",12455,28.440000534057617,Cautious Expand,0.5933,0.6015,3.9363225e+06,23.01,4.23,1.159,0.219,0.224,0.301,0.256,ok,pop_dampened
96,"Laurens, GA",49932,28.360000610351562,Cautious Expand,0.5974,0.6335,3.907832e+06,22.12,4.08,1.151,0.227,0.174,0.384,0.214,ok,
97,"Twiggs, GA",7706,27.90999984741211,Cautious Expand,0.5966,0.5742,3.9040912e+06,22.0,4.06,1.15,0.252,0.217,0.248,0.283,ok,pop_dampened
98,"Burke, GA",24431,27.780000686645508,Cautious Expand,0.5931,0.5796,3.9241475e+06,22.63,4.16,1.156,0.302,0.148,0.202,0.348,ok,pop_dampened
99,"Miller, GA",5790,27.059999465942383,Cautious Expand,0.606,0.5432,3.8259642e+06,19.56,3.64,1.127,0.232,0.281,0.268,0.219,ok,pop_dampened
100,"Schley, GA",4534,27.059999465942383,Cautious Expand,0.5972,0.566,3.882431e+06,21.33,3.94,1.144,0.249,0.231,0.252,0.268,ok,pop_dampened
101,"Franklin, GA",24815,26.799999237060547,Cautious Expand,0.5917,0.5735,3.9134048e+06,22.29,4.11,1.153,0.317,0.137,0.187,0.359,ok,pop_dampened
102,"Montgomery, GA",8767,26.719999313354492,Cautious Expand,0.5858,0.5988,3.9506072e+06,23.46,4.3,1.164,0.225,0.221,0.278,0.276,ok,pop_dampened
103,"Charlton, GA",12928,26.469999313354492,Cautious Expand,0.577,0.5955,4.0057665e+06,25.18,4.59,1.18,0.262,0.178,0.195,0.365,ok,pop_dampened
104,"Lumpkin, GA",35268,26.34000015258789,Cautious Expand,0.6017,0.5761,3.839147e+06,19.97,3.71,1.131,0.307,0.146,0.265,0.282,ok,pop_dampened
105,"Webster, GA",2367,26.260000228881836,Cautious Expand,0.5949,0.5608,3.8808038e+06,21.28,3.93,1.143,0.249,0.238,0.243,0.27,ok,pop_dampened
106,"Appling, GA",18517,26.209999084472656,Cautious Expand,0.6002,0.5795,3.845421e+06,20.17,3.74,1.133,0.244,0.221,0.317,0.218,ok,pop_dampened
107,"Baker, GA",2750,26.079999923706055,Cautious Expand,0.6001,0.5501,3.8438072e+06,20.12,3.73,1.132,0.257,0.242,0.248,0.254,ok,pop_dampened
108,"Macon, GA",11838,25.889999389648438,Cautious Expand,0.5919,0.5862,3.892723e+06,21.65,4.0,1.147,0.238,0.22,0.293,0.249,ok,pop_dampened
109,"Irwin, GA",9123,25.420000076293945,Cautious Expand,0.5967,0.5493,3.8521828e+06,20.38,3.78,1.135,0.289,0.202,0.214,0.295,ok,pop_dampened
110,"Taliaferro, GA",1601,24.940000534057617,Cautious Expand,0.5916,0.5588,3.8754365e+06,21.11,3.9,1.141,0.248,0.241,0.244,0.267,ok,pop_dampened
111,"Evans, GA",10753,24.760000228881836,Cautious Expand,0.5922,0.5732,3.8675072e+06,20.86,3.86,1.139,0.25,0.221,0.279,0.25,ok,pop_dampened
112,"Butts, GA",26875,24.700000762939453,Cautious Expand,0.5957,0.5636,3.843891e+06,20.12,3.73,1.132,0.321,0.145,0.223,0.312,ok,pop_dampened
113,"Talbot, GA",5715,24.690000534057617,Cautious Expand,0.6015,0.5095,3.806264e+06,18.95,3.53,1.121,0.217,0.342,0.227,0.214,ok,pop_dampened
114,"Jasper, GA",16496,24.399999618530273,Cautious Expand,0.6024,0.5297,3.7948665e+06,18.59,3.47,1.118,0.336,0.168,0.189,0.307,ok,pop_dampened
115,"Glascock, GA",2943,24.200000762939453,Cautious Expand,0.5921,0.5543,3.8565665e+06,20.52,3.8,1.136,0.255,0.239,0.247,0.26,ok,pop_dampened
116,"Washington, GA",19891,24.18000030517578,Cautious Expand,0.5943,0.545,3.841898e+06,20.06,3.72,1.132,0.334,0.152,0.18,0.335,ok,pop_dampened
117,"Cobb, GA",781208,23.780000686645508,Cautious Expand,0.6268,0.4988,3.6350232e+06,13.59,2.58,1.071,0.186,0.394,0.385,0.035,ok,
118,"Heard, GA",12052,23.549999237060547,Cautious Expand,0.5921,0.564,3.842991e+06,20.09,3.73,1.132,0.263,0.216,0.272,0.249,ok,pop_dampened
119,"Crawford, GA",12335,23.40999984741211,Cautious Expand,0.5902,0.55,3.852591e+06,20.39,3.78,1.135,0.298,0.19,0.209,0.303,ok,pop_dampened
120,"Toombs, GA",27198,22.81999969482422,Cautious Expand,0.595,0.5386,3.8092598e+06,19.04,3.55,1.122,0.357,0.13,0.177,0.336,ok,pop_dampened
121,"Worth, GA",20271,22.760000228881836,Cautious Expand,0.5932,0.5434,3.8194785e+06,19.36,3.6,1.125,0.322,0.168,0.206,0.304,ok,pop_dampened
122,"Murray, GA",41072,22.489999771118164,Cautious Expand,0.5874,0.6513,3.851395e+06,20.36,3.78,1.134,0.198,0.188,0.495,0.119,ok,
123,"Stewart, GA",4697,22.389999389648438,Cautious Expand,0.5843,0.5621,3.870535e+06,20.95,3.88,1.14,0.251,0.234,0.253,0.262,ok,pop_dampened
124,"Clay, GA",2869,22.350000381469727,Cautious Expand,0.5879,0.555,3.8456562e+06,20.18,3.74,1.133,0.242,0.253,0.267,0.237,ok,pop_dampened
125,"Quitman, GA",2278,22.280000686645508,Cautious Expand,0.5888,0.5479,3.838094e+06,19.94,3.7,1.13,0.259,0.242,0.247,0.253,ok,pop_dampened
126,"Dooly, GA",11056,21.610000610351562,Cautious Expand,0.594,0.5314,3.790593e+06,18.46,3.45,1.117,0.308,0.2,0.218,0.274,ok,pop_dampened
127,"Calhoun, GA",5462,20.8799991607666,Cautious Expand,0.5821,0.5646,3.8527238e+06,20.4,3.78,1.135,0.237,0.248,0.285,0.23,ok,pop_dampened
128,"Brooks, GA",16275,20.739999771118164,Cautious Expand,0.5905,0.5377,3.7949998e+06,18.59,3.47,1.118,0.192,0.337,0.314,0.156,ok,pop_dampened
129,"Clinch, GA",6808,20.530000686645508,Cautious Expand,0.5966,0.5185,3.7518815e+06,17.25,3.23,1.105,0.303,0.223,0.231,0.243,ok,pop_dampened
130,"Pulaski, GA",10114,20.510000228881836,Cautious Expand,0.5909,0.513,3.7876808e+06,18.37,3.43,1.116,0.212,0.344,0.255,0.189,ok,pop_dampened
131,"Echols, GA",3739,20.489999771118164,Cautious Expand,0.5799,0.5625,3.8594285e+06,20.61,3.82,1.137,0.245,0.241,0.269,0.246,ok,pop_dampened
132,"Dodge, GA",19799,20.450000762939453,Cautious Expand,0.5873,0.5338,3.8097465e+06,19.05,3.55,1.122,0.347,0.15,0.176,0.328,ok,pop_dampened
133,"Candler, GA",11106,20.350000381469727,Cautious Expand,0.5933,0.5343,3.7695782e+06,17.8,3.33,1.11,0.286,0.224,0.26,0.229,ok,pop_dampened
134,"Wilkinson, GA",8747,20.059999465942383,Cautious Expand,0.5942,0.5244,3.7574305e+06,17.42,3.26,1.107,0.293,0.229,0.245,0.233,ok,pop_dampened
135,"Terrell, GA",8704,19.969999313354492,Cautious Expand,0.6009,0.5041,3.7139488e+06,16.06,3.02,1.094,0.286,0.262,0.249,0.203,ok,pop_dampened
136,"Decatur, GA",29124,19.600000381469727,Cautious Expand,0.5959,0.5471,3.7376442e+06,16.8,3.15,1.101,0.292,0.201,0.311,0.196,ok,pop_dampened
137,"Wilcox, GA",8801,19.5,Cautious Expand,0.5768,0.5606,3.859319e+06,20.6,3.82,1.137,0.263,0.22,0.251,0.266,ok,pop_dampened
138,"Cook, GA",17760,19.219999313354492,Cautious Expand,0.5898,0.5219,3.7681055e+06,17.75,3.32,1.11,0.348,0.163,0.189,0.3,ok,pop_dampened
139,"Monroe, GA",30616,19.190000534057617,Cautious Expand,0.6096,0.4808,3.6452408e+06,13.91,2.64,1.074,0.251,0.336,0.29,0.124,ok,pop_dampened
140,"Johnson, GA",9328,18.8799991607666,Cautious Expand,0.5798,0.5587,3.8259998e+06,19.56,3.64,1.127,0.259,0.228,0.28,0.233,ok,pop_dampened
141,"Grady, GA",26130,18.639999389648438,Cautious Expand,0.5889,0.5294,3.7620435e+06,17.56,3.29,1.108,0.354,0.146,0.204,0.296,ok,pop_dampened
142,"DeKalb, GA",768047,18.18000030517578,Cautious Expand,0.6207,0.249,3.5596398e+06,11.24,2.15,1.048,0.016,0.919,0.065,0.0,ok,
143,"Hancock, GA",8730,17.549999237060547,Cautious Expand,0.5839,0.5307,3.771214e+06,17.85,3.34,1.111,0.292,0.222,0.247,0.239,ok,pop_dampened
144,"Pickens, GA",35975,16.850000381469727,Cautious Expand,0.6167,0.4708,3.5564095e+06,11.14,2.13,1.048,0.414,0.144,0.225,0.217,ok,pop_dampened
145,"Wayne, GA",31449,16.809999465942383,Cautious Expand,0.5881,0.5446,3.728629e+06,16.52,3.11,1.098,0.179,0.345,0.399,0.077,ok,pop_dampened
146,"Wheeler, GA",7097,16.510000228881836,Cautious Expand,0.5654,0.5721,3.8716968e+06,20.99,3.88,1.14,0.236,0.24,0.284,0.24,ok,pop_dampened
147,"Lanier, GA",10452,16.479999542236328,Cautious Expand,0.5817,0.5256,3.7628915e+06,17.59,3.29,1.108,0.301,0.217,0.237,0.245,ok,pop_dampened
148,"Sumter, GA",28942,16.049999237060547,Cautious Expand,0.5969,0.4819,3.6583512e+06,14.32,2.71,1.078,0.436,0.103,0.136,0.325,ok,pop_dampened
149,"Ware, GA",36263,14.050000190734863,Cautious Expand,0.5888,0.4987,3.666679e+06,14.58,2.76,1.08,0.414,0.11,0.176,0.301,ok,pop_dampened
150,"Rockdale, GA",96263,13.59000015258789,Cautious Expand,0.5944,0.487,3.6227558e+06,13.21,2.51,1.067,0.435,0.097,0.177,0.291,ok,
151,"Chattooga, GA",25176,11.1899995803833,Cautious Expand,0.5865,0.4865,3.6209872e+06,13.16,2.5,1.067,0.37,0.179,0.234,0.217,ok,pop_dampened
152,"Screven, GA",14204,10.819999694824219,Cautious Expand,0.5926,0.4599,3.5763478e+06,11.76,2.25,1.053,0.369,0.214,0.223,0.194,ok,pop_dampened
153,"Walker, GA",69410,9.739999771118164,Cautious Expand,0.5952,0.4436,3.538152e+06,10.57,2.03,1.042,0.509,0.06,0.119,0.313,ok,
154,"Gwinnett, GA",991602,9.520000457763672,Cautious Expand,0.6076,0.4225,3.4617088e+06,8.18,1.58,1.02,0.289,0.361,0.314,0.036,ok,
155,"Glynn, GA",86229,8.569999694824219,Cautious Expand,0.6162,0.3742,3.394749e+06,6.09,1.19,1.0,0.324,0.378,0.255,0.044,ok,
156,"Clayton, GA",299380,7.690000057220459,Cautious Expand,0.5809,0.4933,3.582376e+06,11.95,2.28,1.055,0.261,0.308,0.368,0.063,ok,
157,"Dawson, GA",31720,3.690000057220459,Cautious Expand,0.617,0.362,3.293415e+06,2.92,0.58,0.97,0.52,0.147,0.182,0.151,ok,pop_dampened
158,"Bibb, GA",156676,3.6500000953674316,Cautious Expand,0.6008,0.4013,3.381211e+06,5.66,1.11,0.996,0.479,0.149,0.204,0.168,ok,
159,"Elbert, GA",20003,0.0,Cautious Expand,0.5951,0.3721,3.338465e+06,4.33,0.85,0.983,0.496,0.165,0.178,0.161,ok,pop_dampened
