rank,county,population,score,tier,survival_prob,revenue_score,projected_revenue,sector_growth_pct,annual_growth_rate,economic_adjustment,p_shrinking,p_flat,p_moderate,p_strong,status,notes
16,"McDuffie, GA",21860,61.349998474121094,Cautious Expand,0.5383,0.639,2.9989188e+06,24.95,4.56,1.178,0.224,0.171,0.319,0.286,ok,pop_dampened
17,"Coweta, GA",156269,61.029998779296875,Cautious Expand,0.5803,0.5311,2.7774515e+06,15.73,2.96,1.091,0.275,0.243,0.322,0.161,ok,
18,"Douglas, GA",149401,59.91999816894531,Cautious Expand,0.5525,0.5722,2.9003488e+06,20.85,3.86,1.139,0.357,0.089,0.194,0.36,ok,
19,"Evans, GA",10753,59.790000915527344,Cautious Expand,0.5476,0.5934,2.9242995e+06,21.85,4.03,1.148,0.23,0.221,0.309,0.24,ok,pop_dampened
20,"Gwinnett, GA",991602,57.9900016784668,Cautious Expand,0.575,0.5006,2.7591552e+06,14.96,2.83,1.084,0.131,0.461,0.39,0.018,ok,
21,"Cobb, GA",781208,57.900001525878906,Cautious Expand,0.579,0.5258,2.7390935e+06,14.13,2.68,1.076,0.191,0.354,0.42,0.035,ok,
22,"Forsyth, GA",274535,57.290000915527344,Cautious Expand,0.5595,0.5712,2.8254248e+06,17.73,3.32,1.11,0.144,0.356,0.446,0.054,ok,
23,"Fayette, GA",123698,57.099998474121094,Cautious Expand,0.5877,0.471,2.6869842e+06,11.96,2.28,1.055,0.211,0.397,0.358,0.034,ok,
24,"Bartow, GA",114977,57.04999923706055,Cautious Expand,0.5294,0.6639,2.9820192e+06,24.25,4.44,1.171,0.207,0.162,0.4,0.231,ok,
25,"Murray, GA",41072,56.439998626708984,Cautious Expand,0.5698,0.552,2.761939e+06,15.08,2.85,1.085,0.208,0.301,0.436,0.056,ok,
26,"Towns, GA",13007,56.439998626708984,Cautious Expand,0.5529,0.5423,2.8462048e+06,18.59,3.47,1.118,0.215,0.304,0.307,0.174,ok,pop_dampened
27,"Habersham, GA",48851,56.34000015258789,Cautious Expand,0.5465,0.6241,2.8785158e+06,19.94,3.7,1.13,0.207,0.211,0.444,0.138,ok,
28,"Jasper, GA",16496,54.97999954223633,Cautious Expand,0.5566,0.5292,2.805745e+06,16.91,3.17,1.102,0.284,0.233,0.277,0.206,ok,pop_dampened
29,"Rockdale, GA",96263,54.90999984741211,Cautious Expand,0.5567,0.5593,2.8045282e+06,16.86,3.16,1.101,0.133,0.385,0.454,0.028,ok,
30,"Gilmer, GA",32868,54.79999923706055,Cautious Expand,0.5233,0.6929,2.9813075e+06,24.22,4.43,1.171,0.098,0.262,0.548,0.093,ok,pop_dampened
31,"Ware, GA",36263,53.66999816894531,Cautious Expand,0.5062,0.7565,3.063939e+06,27.66,5.01,1.203,0.103,0.176,0.581,0.14,ok,pop_dampened
32,"Gordon, GA",59844,53.279998779296875,Cautious Expand,0.5217,0.7081,2.966458e+06,23.6,4.33,1.165,0.116,0.219,0.583,0.081,ok,
33,"Heard, GA",12052,52.93000030517578,Cautious Expand,0.5487,0.4527,2.8150618e+06,17.29,3.24,1.106,0.178,0.461,0.186,0.175,ok,pop_dampened
34,"Atkinson, GA",8351,52.86000061035156,Cautious Expand,0.5388,0.5446,2.8661935e+06,19.42,3.61,1.126,0.28,0.219,0.239,0.262,ok,pop_dampened
35,"Toombs, GA",27198,52.5,Cautious Expand,0.5573,0.5264,2.765336e+06,15.22,2.87,1.086,0.288,0.231,0.318,0.162,ok,pop_dampened
36,"Lee, GA",33928,52.439998626708984,Cautious Expand,0.5708,0.3414,2.6990608e+06,12.46,2.38,1.06,0.095,0.705,0.161,0.04,ok,pop_dampened
37,"Montgomery, GA",8767,52.41999816894531,Cautious Expand,0.5132,0.6159,3.0020095e+06,25.08,4.58,1.179,0.215,0.211,0.275,0.298,ok,pop_dampened
38,"Long, GA",19651,52.34000015258789,Cautious Expand,0.5142,0.6634,2.9946438e+06,24.78,4.53,1.176,0.17,0.208,0.416,0.206,ok,pop_dampened
39,"Fannin, GA",25916,51.91999816894531,Cautious Expand,0.5323,0.6,2.8862358e+06,20.26,3.76,1.134,0.16,0.3,0.42,0.12,ok,pop_dampened
40,"Barrow, GA",93011,51.689998626708984,Cautious Expand,0.5273,0.6631,2.9103715e+06,21.27,3.93,1.143,0.181,0.194,0.505,0.12,ok,
41,"Franklin, GA",24815,50.650001525878906,Cautious Expand,0.5368,0.5382,2.8424968e+06,18.44,3.44,1.116,0.337,0.157,0.212,0.295,ok,pop_dampened
42,"Laurens, GA",49932,50.59000015258789,Cautious Expand,0.5186,0.671,2.9412705e+06,22.55,4.15,1.155,0.061,0.336,0.577,0.027,ok,
43,"Screven, GA",14204,50.2400016784668,Cautious Expand,0.5379,0.5522,2.8304628e+06,17.94,3.35,1.112,0.263,0.231,0.31,0.196,ok,pop_dampened
44,"Wilkes, GA",9552,49.779998779296875,Cautious Expand,0.5288,0.5566,2.8720552e+06,19.67,3.66,1.128,0.216,0.284,0.305,0.195,ok,pop_dampened
45,"Richmond, GA",205646,49.099998474121094,Cautious Expand,0.549,0.5522,2.7562215e+06,14.84,2.81,1.082,0.213,0.294,0.439,0.054,ok,
46,"Miller, GA",5790,48.88999938964844,Cautious Expand,0.5305,0.5366,2.8489645e+06,18.71,3.49,1.119,0.27,0.242,0.251,0.237,ok,pop_dampened
47,"Ben Hill, GA",17150,48.880001068115234,Cautious Expand,0.4904,0.6568,3.0813992e+06,28.39,5.13,1.21,0.201,0.177,0.279,0.342,ok,pop_dampened
48,"White, GA",29056,48.84000015258789,Cautious Expand,0.4945,0.7196,3.0554695e+06,27.31,4.95,1.2,0.127,0.192,0.496,0.186,ok,pop_dampened
49,"Emanuel, GA",23146,48.84000015258789,Cautious Expand,0.5233,0.5995,2.8872135e+06,20.3,3.77,1.134,0.21,0.238,0.379,0.173,ok,pop_dampened
50,"Irwin, GA",9123,48.47999954223633,Cautious Expand,0.5208,0.5546,2.895679e+06,20.65,3.83,1.137,0.279,0.209,0.225,0.288,ok,pop_dampened
51,"DeKalb, GA",768047,48.33000183105469,Cautious Expand,0.5655,0.248,2.6644418e+06,11.02,2.11,1.046,0.022,0.913,0.065,0.0,ok,
52,"Rabun, GA",17525,48.15999984741211,Cautious Expand,0.5404,0.4233,2.785877e+06,16.08,3.03,1.094,0.156,0.526,0.177,0.141,ok,pop_dampened
53,"Candler, GA",11106,47.68000030517578,Cautious Expand,0.5172,0.5875,2.9027848e+06,20.95,3.88,1.14,0.228,0.23,0.323,0.218,ok,pop_dampened
54,"Paulding, GA",183535,47.59000015258789,Cautious Expand,0.5272,0.6249,2.8463622e+06,18.6,3.47,1.118,0.198,0.221,0.487,0.094,ok,
55,"Catoosa, GA",68935,47.52000045776367,Cautious Expand,0.531,0.59,2.82519e+06,17.72,3.32,1.11,0.213,0.246,0.433,0.108,ok,
56,"Carroll, GA",127293,47.16999816894531,Cautious Expand,0.5292,0.5401,2.8292652e+06,17.89,3.35,1.111,0.079,0.476,0.425,0.02,ok,
57,"Decatur, GA",29124,47.060001373291016,Cautious Expand,0.5199,0.602,2.8777562e+06,19.91,3.7,1.13,0.182,0.27,0.417,0.131,ok,pop_dampened
58,"Madison, GA",32255,47.0,Cautious Expand,0.5147,0.6396,2.905832e+06,21.08,3.9,1.141,0.155,0.257,0.483,0.105,ok,pop_dampened
59,"Meriwether, GA",20964,46.880001068115234,Cautious Expand,0.5305,0.5486,2.817886e+06,17.41,3.26,1.107,0.222,0.287,0.349,0.142,ok,pop_dampened
60,"Webster, GA",2367,46.790000915527344,Cautious Expand,0.519,0.5495,2.8788688e+06,19.95,3.71,1.131,0.255,0.245,0.253,0.248,ok,pop_dampened
61,"Taliaferro, GA",1601,46.70000076293945,Cautious Expand,0.5201,0.5443,2.871333e+06,19.64,3.65,1.128,0.261,0.244,0.247,0.249,ok,pop_dampened
62,"Pike, GA",20422,46.65999984741211,Cautious Expand,0.5304,0.5358,2.8150008e+06,17.29,3.24,1.106,0.285,0.224,0.279,0.212,ok,pop_dampened
63,"Columbia, GA",165470,46.59000015258789,Cautious Expand,0.5395,0.5384,2.7662285e+06,15.26,2.88,1.086,0.257,0.255,0.361,0.126,ok,
64,"Wilkinson, GA",8747,46.2400016784668,Cautious Expand,0.5141,0.5615,2.8972072e+06,20.72,3.84,1.138,0.26,0.223,0.251,0.265,ok,pop_dampened
65,"Appling, GA",18517,46.209999084472656,Cautious Expand,0.5245,0.5296,2.8394468e+06,18.31,3.42,1.115,0.177,0.366,0.317,0.139,ok,pop_dampened
66,"Terrell, GA",8704,46.11000061035156,Cautious Expand,0.5385,0.4982,2.7638055e+06,15.16,2.86,1.085,0.312,0.238,0.243,0.207,ok,pop_dampened
67,"Morgan, GA",21537,46.060001373291016,Cautious Expand,0.5419,0.4918,2.746039e+06,14.42,2.73,1.078,0.267,0.302,0.286,0.145,ok,pop_dampened
68,"Clinch, GA",6808,46.029998779296875,Cautious Expand,0.5207,0.5467,2.8571345e+06,19.05,3.55,1.122,0.249,0.255,0.277,0.218,ok,pop_dampened
69,"Dooly, GA",11056,45.709999084472656,Cautious Expand,0.5188,0.5512,2.8623512e+06,19.26,3.59,1.124,0.272,0.221,0.263,0.244,ok,pop_dampened
70,"Colquitt, GA",46515,45.369998931884766,Cautious Expand,0.5168,0.6236,2.868407e+06,19.52,3.63,1.127,0.143,0.292,0.502,0.064,ok,
71,"Bacon, GA",11140,45.2599983215332,Cautious Expand,0.5156,0.5478,2.872873e+06,19.7,3.66,1.128,0.282,0.213,0.236,0.27,ok,pop_dampened
72,"Glascock, GA",2943,45.209999084472656,Cautious Expand,0.5161,0.5446,2.8697992e+06,19.57,3.64,1.127,0.263,0.24,0.247,0.249,ok,pop_dampened
73,"Pierce, GA",20443,45.16999816894531,Cautious Expand,0.5173,0.5726,2.862117e+06,19.25,3.58,1.124,0.201,0.283,0.361,0.155,ok,pop_dampened
74,"Bibb, GA",156676,45.119998931884766,Cautious Expand,0.5362,0.5525,2.760803e+06,15.03,2.84,1.084,0.282,0.207,0.381,0.131,ok,
75,"Dade, GA",16188,44.880001068115234,Cautious Expand,0.5187,0.5587,2.8499645e+06,18.75,3.5,1.119,0.212,0.286,0.339,0.163,ok,pop_dampened
76,"Clay, GA",2869,44.869998931884766,Cautious Expand,0.5117,0.557,2.8887475e+06,20.36,3.78,1.134,0.25,0.241,0.26,0.249,ok,pop_dampened
77,"Warren, GA",5108,44.84000015258789,Cautious Expand,0.5167,0.5443,2.8603395e+06,19.18,3.57,1.123,0.262,0.243,0.259,0.237,ok,pop_dampened
78,"Lincoln, GA",7898,44.4900016784668,Cautious Expand,0.525,0.5214,2.809461e+06,17.06,3.2,1.103,0.293,0.232,0.25,0.225,ok,pop_dampened
79,"Polk, GA",44363,44.41999816894531,Cautious Expand,0.5159,0.6,2.8581898e+06,19.09,3.56,1.122,0.266,0.167,0.374,0.192,ok,
80,"Banks, GA",19863,44.220001220703125,Cautious Expand,0.5071,0.5642,2.9040435e+06,21.0,3.89,1.14,0.298,0.172,0.218,0.311,ok,pop_dampened
81,"Baker, GA",2750,44.119998931884766,Cautious Expand,0.5143,0.5399,2.862219e+06,19.26,3.59,1.124,0.27,0.237,0.241,0.251,ok,pop_dampened
82,"Brantley, GA",18417,43.939998626708984,Cautious Expand,0.5092,0.5555,2.8876408e+06,20.32,3.77,1.134,0.305,0.175,0.217,0.303,ok,pop_dampened
83,"Seminole, GA",9080,43.90999984741211,Cautious Expand,0.5237,0.5174,2.8076545e+06,16.99,3.19,1.103,0.308,0.218,0.232,0.242,ok,pop_dampened
84,"Burke, GA",24431,43.84000015258789,Cautious Expand,0.5171,0.5675,2.842239e+06,18.43,3.44,1.116,0.255,0.222,0.334,0.189,ok,pop_dampened
85,"Stewart, GA",4697,43.59000015258789,Cautious Expand,0.5079,0.5608,2.8893318e+06,20.39,3.78,1.135,0.244,0.244,0.272,0.24,ok,pop_dampened
86,"Telfair, GA",10969,43.56999969482422,Cautious Expand,0.5282,0.5069,2.7780902e+06,15.75,2.97,1.091,0.312,0.226,0.243,0.218,ok,pop_dampened
87,"Newton, GA",120529,43.5,Cautious Expand,0.5189,0.5727,2.8265592e+06,17.77,3.33,1.11,0.172,0.319,0.426,0.083,ok,
88,"Dawson, GA",31720,43.470001220703125,Cautious Expand,0.542,0.4411,2.7060992e+06,12.75,2.43,1.063,0.191,0.46,0.287,0.062,ok,pop_dampened
89,"Macon, GA",11838,43.25,Cautious Expand,0.5297,0.5017,2.7652685e+06,15.22,2.87,1.086,0.324,0.218,0.24,0.218,ok,pop_dampened
90,"Schley, GA",4534,43.119998931884766,Cautious Expand,0.517,0.5263,2.8311772e+06,17.97,3.36,1.112,0.29,0.23,0.236,0.245,ok,pop_dampened
91,"Talbot, GA",5715,42.939998626708984,Cautious Expand,0.5083,0.55,2.8767862e+06,19.87,3.69,1.13,0.263,0.233,0.25,0.253,ok,pop_dampened
92,"Hancock, GA",8730,42.81999969482422,Cautious Expand,0.5141,0.5331,2.8421528e+06,18.42,3.44,1.116,0.29,0.221,0.236,0.253,ok,pop_dampened
93,"Treutlen, GA",6351,42.70000076293945,Cautious Expand,0.5085,0.5528,2.8714345e+06,19.64,3.65,1.128,0.254,0.242,0.269,0.235,ok,pop_dampened
94,"Upson, GA",28265,42.310001373291016,Cautious Expand,0.5101,0.5876,2.8565535e+06,19.02,3.54,1.122,0.189,0.28,0.408,0.123,ok,pop_dampened
95,"Marion, GA",7485,42.27000045776367,Cautious Expand,0.5121,0.5074,2.8445622e+06,18.52,3.46,1.117,0.217,0.345,0.235,0.204,ok,pop_dampened
96,"Glynn, GA",86229,42.189998626708984,Watch,0.5699,0.3534,2.5549498e+06,6.46,1.26,1.003,0.266,0.476,0.244,0.015,ok,
97,"Dougherty, GA",82635,42.13999938964844,Cautious Expand,0.5299,0.5181,2.747134e+06,14.46,2.74,1.079,0.178,0.379,0.404,0.038,ok,
98,"Jefferson, GA",15211,42.11000061035156,Cautious Expand,0.5287,0.4981,2.7529832e+06,14.71,2.78,1.081,0.315,0.234,0.254,0.197,ok,pop_dampened
99,"Echols, GA",3739,42.0099983215332,Cautious Expand,0.5034,0.5595,2.889203e+06,20.38,3.78,1.135,0.248,0.241,0.266,0.245,ok,pop_dampened
100,"Jenkins, GA",8628,41.650001525878906,Cautious Expand,0.5099,0.547,2.8464975e+06,18.6,3.47,1.118,0.251,0.252,0.29,0.207,ok,pop_dampened
101,"Hart, GA",27557,41.45000076293945,Cautious Expand,0.5444,0.4585,2.663389e+06,10.97,2.1,1.046,0.363,0.223,0.247,0.167,ok,pop_dampened
102,"Early, GA",10570,41.310001373291016,Cautious Expand,0.5192,0.5099,2.790131e+06,16.26,3.06,1.096,0.32,0.213,0.229,0.238,ok,pop_dampened
103,"Pickens, GA",35975,40.90999984741211,Cautious Expand,0.5417,0.3355,2.6681895e+06,11.17,2.14,1.048,0.118,0.684,0.17,0.028,ok,pop_dampened
104,"Bleckley, GA",12455,40.599998474121094,Cautious Expand,0.5173,0.5138,2.78916e+06,16.22,3.05,1.095,0.31,0.22,0.246,0.224,ok,pop_dampened
105,"Brooks, GA",16275,40.15999984741211,Cautious Expand,0.5144,0.4455,2.7976925e+06,16.57,3.11,1.099,0.168,0.484,0.2,0.149,ok,pop_dampened
106,"Grady, GA",26130,40.06999969482422,Cautious Expand,0.5016,0.5969,2.8678032e+06,19.49,3.63,1.126,0.228,0.219,0.383,0.17,ok,pop_dampened
107,"Pulaski, GA",10114,40.04999923706055,Cautious Expand,0.5148,0.4952,2.7937002e+06,16.4,3.08,1.097,0.256,0.311,0.242,0.191,ok,pop_dampened
108,"Oglethorpe, GA",15788,39.900001525878906,Cautious Expand,0.5232,0.494,2.746979e+06,14.46,2.74,1.079,0.284,0.278,0.276,0.162,ok,pop_dampened
109,"Troup, GA",70957,39.630001068115234,Cautious Expand,0.5266,0.5203,2.7246175e+06,13.53,2.57,1.07,0.343,0.171,0.312,0.174,ok,
110,"Turner, GA",8926,39.279998779296875,Cautious Expand,0.5115,0.5168,2.799553e+06,16.65,3.13,1.099,0.294,0.236,0.251,0.218,ok,pop_dampened
111,"Twiggs, GA",7706,38.869998931884766,Cautious Expand,0.5071,0.5221,2.8173408e+06,17.39,3.26,1.106,0.299,0.223,0.237,0.241,ok,pop_dampened
112,"Chattahoochee, GA",8588,38.810001373291016,Cautious Expand,0.5016,0.5101,2.847038e+06,18.63,3.48,1.118,0.21,0.35,0.243,0.197,ok,pop_dampened
113,"Lanier, GA",10452,38.540000915527344,Cautious Expand,0.5053,0.5259,2.8218232e+06,17.58,3.29,1.108,0.25,0.28,0.276,0.194,ok,pop_dampened
114,"Cook, GA",17760,38.40999984741211,Cautious Expand,0.5137,0.5048,2.7736705e+06,15.57,2.94,1.089,0.349,0.183,0.217,0.251,ok,pop_dampened
115,"Crawford, GA",12335,37.869998931884766,Cautious Expand,0.5141,0.4955,2.7628232e+06,15.12,2.86,1.085,0.346,0.198,0.213,0.243,ok,pop_dampened
116,"Henry, GA",254934,36.779998779296875,Watch,0.5355,0.454,2.6354548e+06,9.81,1.89,1.035,0.436,0.137,0.218,0.208,ok,
117,"Mitchell, GA",20778,36.38999938964844,Cautious Expand,0.5202,0.479,2.7065875e+06,12.77,2.43,1.063,0.367,0.193,0.233,0.208,ok,pop_dampened
118,"Coffee, GA",43464,35.869998931884766,Cautious Expand,0.5272,0.478,2.6629155e+06,10.95,2.1,1.046,0.419,0.128,0.238,0.215,ok,
119,"Cherokee, GA",287243,35.63999938964844,Cautious Expand,0.4988,0.5452,2.8104728e+06,17.1,3.21,1.104,0.121,0.417,0.426,0.036,ok,
120,"Camden, GA",57991,35.470001220703125,Cautious Expand,0.5226,0.4059,2.679855e+06,11.66,2.23,1.052,0.152,0.553,0.275,0.02,ok,
121,"Thomas, GA",45666,35.459999084472656,Watch,0.5353,0.3943,2.6162072e+06,9.01,1.74,1.027,0.231,0.468,0.274,0.027,ok,
122,"Haralson, GA",32040,35.0099983215332,Cautious Expand,0.523,0.4761,2.6706168e+06,11.28,2.16,1.049,0.29,0.293,0.331,0.087,ok,pop_dampened
123,"Worth, GA",20271,34.56999969482422,Cautious Expand,0.5172,0.4727,2.6933238e+06,12.22,2.33,1.058,0.325,0.253,0.269,0.153,ok,pop_dampened
124,"Washington, GA",19891,34.22999954223633,Cautious Expand,0.4911,0.5243,2.8309328e+06,17.96,3.36,1.112,0.353,0.154,0.185,0.309,ok,pop_dampened
125,"Berrien, GA",18587,34.18000030517578,Cautious Expand,0.5158,0.4696,2.694493e+06,12.27,2.34,1.058,0.327,0.255,0.26,0.159,ok,pop_dampened
126,"Charlton, GA",12928,34.119998931884766,Cautious Expand,0.5005,0.5067,2.7758842e+06,15.66,2.95,1.09,0.298,0.244,0.256,0.201,ok,pop_dampened
127,"Jeff Davis, GA",14927,33.41999816894531,Cautious Expand,0.5109,0.4726,2.7077975e+06,12.82,2.44,1.063,0.324,0.254,0.251,0.171,ok,pop_dampened
128,"Tattnall, GA",24328,31.6299991607666,Cautious Expand,0.5054,0.4594,2.708179e+06,12.84,2.45,1.064,0.255,0.357,0.275,0.113,ok,pop_dampened
129,"Randolph, GA",6113,31.469999313354492,Cautious Expand,0.4792,0.5415,2.853539e+06,18.9,3.52,1.121,0.273,0.232,0.253,0.242,ok,pop_dampened
130,"Dodge, GA",19799,30.25,Cautious Expand,0.5111,0.4486,2.655692e+06,10.65,2.05,1.043,0.353,0.248,0.245,0.154,ok,pop_dampened
131,"Putnam, GA",23183,30.219999313354492,Watch,0.5425,0.3732,2.5015538e+06,4.23,0.83,0.982,0.487,0.175,0.189,0.149,ok,pop_dampened
132,"Tift, GA",41620,29.81999969482422,Watch,0.5426,0.3911,2.4952495e+06,3.97,0.78,0.98,0.484,0.156,0.235,0.125,ok,
133,"Liberty, GA",68235,29.690000534057617,Watch,0.5426,0.3872,2.4931662e+06,3.88,0.76,0.979,0.472,0.176,0.24,0.113,ok,
134,"Whitfield, GA",104147,29.68000030517578,Watch,0.5333,0.4183,2.5365952e+06,5.69,1.11,0.996,0.415,0.209,0.289,0.088,ok,
135,"Muscogee, GA",201959,28.850000381469727,Watch,0.5336,0.3526,2.5219828e+06,5.08,1.0,0.99,0.316,0.414,0.247,0.023,ok,
136,"Chattooga, GA",25176,28.610000610351562,Watch,0.5103,0.4489,2.6333012e+06,9.72,1.87,1.034,0.362,0.236,0.267,0.134,ok,pop_dampened
137,"Wheeler, GA",7097,28.59000015258789,Cautious Expand,0.4789,0.5159,2.8056912e+06,16.9,3.17,1.102,0.301,0.229,0.237,0.233,ok,pop_dampened
138,"Spalding, GA",69992,28.540000915527344,Cautious Expand,0.5074,0.4773,2.6473518e+06,10.31,1.98,1.04,0.326,0.246,0.336,0.092,ok,
139,"Lowndes, GA",120800,28.540000915527344,Cautious Expand,0.5026,0.4716,2.672642e+06,11.36,2.18,1.05,0.434,0.118,0.203,0.245,ok,
140,"Wayne, GA",31449,27.920000076293945,Cautious Expand,0.4961,0.3733,2.6973942e+06,12.39,2.36,1.059,0.14,0.609,0.196,0.056,ok,pop_dampened
141,"Monroe, GA",30616,27.690000534057617,Watch,0.5342,0.3765,2.5013602e+06,4.22,0.83,0.982,0.488,0.169,0.194,0.149,ok,pop_dampened
142,"Butts, GA",26875,26.559999465942383,Watch,0.5101,0.421,2.6009085e+06,8.37,1.62,1.021,0.474,0.131,0.166,0.229,ok,pop_dampened
143,"McIntosh, GA",11532,26.549999237060547,Cautious Expand,0.4788,0.5059,2.770739e+06,15.45,2.91,1.088,0.31,0.231,0.252,0.208,ok,pop_dampened
144,"Quitman, GA",2278,25.239999771118164,Cautious Expand,0.4545,0.5552,2.8950975e+06,20.63,3.82,1.137,0.253,0.24,0.247,0.26,ok,pop_dampened
145,"Baldwin, GA",43423,22.020000457763672,Watch,0.5328,0.3489,2.4200265e+06,0.83,0.17,0.95,0.498,0.192,0.24,0.071,ok,
146,"Sumter, GA",28942,21.920000076293945,Watch,0.5102,0.391,2.5255585e+06,5.23,1.03,0.992,0.476,0.166,0.202,0.156,ok,pop_dampened
147,"Elbert, GA",20003,20.989999771118164,Watch,0.506,0.3846,2.5311378e+06,5.46,1.07,0.994,0.452,0.204,0.2,0.144,ok,pop_dampened
148,"Clarke, GA",130338,20.649999618530273,Watch,0.5022,0.3935,2.5449955e+06,6.04,1.18,0.999,0.333,0.342,0.289,0.036,ok,
149,"Bulloch, GA",84332,20.309999465942383,Watch,0.5094,0.385,2.503244e+06,4.3,0.85,0.983,0.407,0.259,0.272,0.061,ok,
150,"Calhoun, GA",5462,19.600000381469727,Cautious Expand,0.4488,0.5262,2.8281818e+06,17.84,3.34,1.111,0.289,0.231,0.24,0.24,ok,pop_dampened
151,"Jones, GA",29000,19.40999984741211,Cautious Expand,0.4606,0.4891,2.752248e+06,14.68,2.78,1.081,0.415,0.12,0.159,0.306,ok,pop_dampened
152,"Taylor, GA",7793,18.260000228881836,Cautious Expand,0.4482,0.5174,2.807093e+06,16.96,3.18,1.102,0.302,0.226,0.238,0.235,ok,pop_dampened
153,"Stephens, GA",27255,16.510000228881836,Cautious Expand,0.4607,0.4427,2.7000038e+06,12.5,2.38,1.06,0.231,0.408,0.268,0.093,ok,pop_dampened
154,"Lamar, GA",20420,15.420000076293945,Cautious Expand,0.459,0.469,2.690218e+06,12.09,2.31,1.057,0.341,0.237,0.252,0.169,ok,pop_dampened
155,"Wilcox, GA",8801,14.859999656677246,Cautious Expand,0.4447,0.499,2.7662712e+06,15.26,2.88,1.086,0.317,0.23,0.238,0.215,ok,pop_dampened
156,"Lumpkin, GA",35268,8.359999656677246,Avoid,0.4601,0.3945,2.5570768e+06,6.54,1.28,1.004,0.34,0.332,0.267,0.061,ok,pop_dampened
157,"Floyd, GA",100407,7.300000190734863,Avoid,0.4794,0.3542,2.4358865e+06,1.5,0.3,0.957,0.495,0.189,0.229,0.087,ok,
158,"Johnson, GA",9328,6.449999809265137,Cautious Expand,0.4205,0.4942,2.7598792e+06,14.99,2.83,1.084,0.338,0.21,0.22,0.232,ok,pop_dampened
159,"Peach, GA",28807,0.0,Avoid,0.4376,0.3969,2.5305948e+06,5.44,1.07,0.994,0.46,0.179,0.218,0.144,ok,pop_dampened
