GeoID,County,Year,Sector,avg_employment,total_wages,avg_wage_per_employee,avg_establishments,employment_growth_rate,wage_growth_rate
13001,"Appling, GA",2005,Administrative and support and waste management and remediation services,190.0,4250155.0,22369.236842105263,11.0,0.04972375690607733,0.16976399702312794
13001,"Appling, GA",2006,Administrative and support and waste management and remediation services,41.0,796189.0,19419.243902439026,9.0,-0.7842105263157895,-0.8126682438640473
13001,"Appling, GA",2007,Administrative and support and waste management and remediation services,30.0,374743.0,12491.433333333332,7.0,-0.2682926829268293,-0.52932909145944
13001,"Appling, GA",2008,Administrative and support and waste management and remediation services,,,,,,
13001,"Appling, GA",2009,Administrative and support and waste management and remediation services,,,,,,
13001,"Appling, GA",2010,Administrative and support and waste management and remediation services,22.0,328764.0,14943.818181818182,7.0,,
13001,"Appling, GA",2011,Administrative and support and waste management and remediation services,42.0,728863.0,17353.880952380954,10.0,0.9090909090909092,1.2169793529705197
13001,"Appling, GA",2012,Administrative and support and waste management and remediation services,86.0,1555907.0,18091.941860465115,11.0,1.0476190476190474,1.134704327150644
13001,"Appling, GA",2013,Administrative and support and waste management and remediation services,147.0,3327107.0,22633.380952380954,12.0,0.7093023255813953,1.13837138080875
13001,"Appling, GA",2014,Administrative and support and waste management and remediation services,92.0,2660475.0,28918.206521739132,10.0,-0.37414965986394555,-0.20036385965344672
13001,"Appling, GA",2015,Administrative and support and waste management and remediation services,88.0,3140391.0,35686.26136363636,11.0,-0.04347826086956519,0.18038733684774333
13001,"Appling, GA",2016,Administrative and support and waste management and remediation services,96.0,3334948.0,34739.041666666664,12.0,0.09090909090909083,0.06195311348172883
13001,"Appling, GA",2017,Administrative and support and waste management and remediation services,59.0,3107047.0,52661.813559322036,9.0,-0.38541666666666663,-0.06833719746154965
13001,"Appling, GA",2019,Administrative and support and waste management and remediation services,58.0,2052469.0,35387.39655172414,8.0,-0.016949152542372836,-0.3394148849373698
13001,"Appling, GA",2020,Administrative and support and waste management and remediation services,93.0,4192719.0,45083.0,9.0,0.603448275862069,1.0427684900478398
13001,"Appling, GA",2021,Administrative and support and waste management and remediation services,70.0,1192115.0,17030.214285714286,10.0,-0.24731182795698925,-0.7156701892018044
13001,"Appling, GA",2022,Administrative and support and waste management and remediation services,58.0,1124232.0,19383.310344827587,10.0,-0.17142857142857137,-0.05694333180943112
13001,"Appling, GA",2023,Administrative and support and waste management and remediation services,49.0,933127.0,19043.408163265307,8.0,-0.15517241379310343,-0.1699871556760526
13001,"Appling, GA",2002,"Arts, entertainment, and recreation",9.0,99531.0,11059.0,5.0,,
13001,"Appling, GA",2003,"Arts, entertainment, and recreation",9.0,93186.0,10354.0,4.0,0.0,-0.06374898272899898
13001,"Appling, GA",2004,"Arts, entertainment, and recreation",11.0,119099.0,10827.181818181818,4.0,0.22222222222222232,0.27807825209795456
13001,"Appling, GA",2005,"Arts, entertainment, and recreation",11.0,105110.0,9555.454545454546,5.0,0.0,-0.11745690559954325
13001,"Appling, GA",2006,"Arts, entertainment, and recreation",11.0,100862.0,9169.272727272728,5.0,0.0,-0.0404148035391495
13001,"Appling, GA",2007,"Arts, entertainment, and recreation",9.0,105714.0,11746.0,5.0,-0.18181818181818177,0.04810533203783396
13001,"Appling, GA",2008,"Arts, entertainment, and recreation",10.0,118700.0,11870.0,5.0,0.11111111111111116,0.12284087254289866
13001,"Appling, GA",2009,"Arts, entertainment, and recreation",8.0,100145.0,12518.125,5.0,-0.19999999999999996,-0.15631844987363097
13001,"Appling, GA",2010,"Arts, entertainment, and recreation",,,,,,
13001,"Appling, GA",2011,"Arts, entertainment, and recreation",,,,,,
13001,"Appling, GA",2012,"Arts, entertainment, and recreation",,,,,,
13001,"Appling, GA",2013,"Arts, entertainment, and recreation",,,,,,
13001,"Appling, GA",2014,"Arts, entertainment, and recreation",,,,,,
13001,"Appling, GA",2015,"Arts, entertainment, and recreation",,,,,,
13001,"Appling, GA",2016,"Arts, entertainment, and recreation",,,,,,
13001,"Appling, GA",2017,"Arts, entertainment, and recreation",,,,,,
13001,"Appling, GA",2019,"Arts, entertainment, and recreation",,,,,,
13001,"Appling, GA",2020,"Arts, entertainment, and recreation",,,,,,
13001,"Appling, GA",2021,"Arts, entertainment, and recreation",,,,,,
13001,"Appling, GA",2022,"Arts, entertainment, and recreation",,,,,,
13001,"Appling, GA",2023,"Arts, entertainment, and recreation",,,,,,
13001,"Appling, GA",2002,Construction,348.0,7651056.0,21985.793103448275,45.0,,
13001,"Appling, GA",2003,Construction,356.0,8479593.0,23819.08146067416,47.0,0.02298850574712641,0.10829054185461451
13001,"Appling, GA",2004,Construction,358.0,8383176.0,23416.692737430167,49.0,0.00561797752808979,-0.011370474974447431
13001,"Appling, GA",2005,Construction,398.0,9320265.0,23417.751256281408,56.0,0.1117318435754191,0.1117820978588544
13001,"Appling, GA",2006,Construction,466.0,12427192.0,26667.79399141631,62.0,0.170854271356784,0.3333517877442327
13001,"Appling, GA",2007,Construction,474.0,12735481.0,26868.103375527426,60.0,0.01716738197424883,0.024807615429133234
13001,"Appling, GA",2008,Construction,490.0,13570785.0,27695.479591836734,61.0,0.03375527426160341,0.06558872805824922
13001,"Appling, GA",2009,Construction,390.0,10667444.0,27352.420512820514,57.0,-0.20408163265306123,-0.21394053475904307
13001,"Appling, GA",2010,Construction,322.0,10113057.0,31407.009316770185,50.0,-0.1743589743589744,-0.05196999393669188
13001,"Appling, GA",2011,Construction,339.0,10560324.0,31151.398230088496,51.0,0.052795031055900665,0.044226686352109024
13001,"Appling, GA",2012,Construction,302.0,9950251.0,32947.850993377484,48.0,-0.10914454277286134,-0.05777029189634708
13001,"Appling, GA",2013,Construction,301.0,10072573.0,33463.6976744186,44.0,-0.0033112582781457123,0.012293358227847717
13001,"Appling, GA",2014,Construction,347.0,12192432.0,35136.6916426513,44.0,0.15282392026578062,0.2104585392431506
13001,"Appling, GA",2015,Construction,398.0,14321996.0,35984.91457286432,44.0,0.14697406340057628,0.17466277441612954
13001,"Appling, GA",2016,Construction,401.0,14390933.0,35887.613466334165,43.0,0.007537688442211143,0.004813365399627179
13001,"Appling, GA",2017,Construction,405.0,14917110.0,36832.37037037037,34.0,0.009975062344139696,0.03656309149656933
13001,"Appling, GA",2019,Construction,445.0,17544258.0,39425.29887640449,37.0,0.09876543209876543,0.1761164193332354
13001,"Appling, GA",2020,Construction,465.0,19387851.0,41694.30322580645,38.0,0.04494382022471921,0.10508241499868509
13001,"Appling, GA",2021,Construction,427.0,19204797.0,44976.105386416864,39.0,-0.08172043010752683,-0.009441685930018706
13001,"Appling, GA",2022,Construction,436.0,21843165.0,50099.002293577985,38.0,0.021077283372365363,0.1373806762966565
13001,"Appling, GA",2023,Construction,1008.0,92686741.0,91951.13194444444,39.0,1.311926605504587,3.2432834710537595
13001,"Appling, GA",2002,Educational services,,,,,,
13001,"Appling, GA",2003,Educational services,,,,,,
13001,"Appling, GA",2004,Educational services,,,,,,
13001,"Appling, GA",2005,Educational services,,,,,,
13001,"Appling, GA",2006,Educational services,,,,,,
13001,"Appling, GA",2007,Educational services,,,,,,
13001,"Appling, GA",2008,Educational services,,,,,,
13001,"Appling, GA",2009,Educational services,41.0,499453.0,12181.780487804877,3.0,,
13001,"Appling, GA",2010,Educational services,38.0,648667.0,17070.184210526317,3.0,-0.07317073170731703,0.2987548377925451
13001,"Appling, GA",2011,Educational services,38.0,669292.0,17612.947368421053,3.0,0.0,0.03179597543886148
13001,"Appling, GA",2012,Educational services,38.0,698709.0,18387.07894736842,3.0,0.0,0.04395241538820116
13001,"Appling, GA",2013,Educational services,38.0,700147.0,18424.92105263158,3.0,0.0,0.0020580814044186546
13001,"Appling, GA",2014,Educational services,,,,,,
13001,"Appling, GA",2015,Educational services,,,,,,
13001,"Appling, GA",2016,Educational services,,,,,,
13001,"Appling, GA",2017,Educational services,,,,,,
13001,"Appling, GA",2019,Educational services,,,,,,
13001,"Appling, GA",2020,Educational services,,,,,,
13001,"Appling, GA",2021,Educational services,,,,,,
13001,"Appling, GA",2022,Educational services,,,,,,
13001,"Appling, GA",2023,Educational services,,,,,,
13001,"Appling, GA",2002,Finance and insurance,122.0,3565696.0,29227.016393442624,16.0,,
13001,"Appling, GA",2003,Finance and insurance,141.0,4107677.0,29132.4609929078,19.0,0.15573770491803285,0.15199865608285168
13001,"Appling, GA",2004,Finance and insurance,145.0,4389883.0,30275.05517241379,18.0,0.028368794326241176,0.06870209123063953
13001,"Appling, GA",2005,Finance and insurance,146.0,4423302.0,30296.58904109589,18.0,0.006896551724137945,0.007612731364366576
13001,"Appling, GA",2006,Finance and insurance,142.0,4470790.0,31484.436619718308,18.0,-0.0273972602739726,0.01073587107549967
13001,"Appling, GA",2007,Finance and insurance,162.0,5069458.0,31292.95061728395,19.0,0.14084507042253525,0.13390653553398835
13001,"Appling, GA",2008,Finance and insurance,167.0,5283012.0,31634.80239520958,19.0,0.030864197530864113,0.04212560790522368
13001,"Appling, GA",2009,Finance and insurance,168.0,5427462.0,32306.321428571428,19.0,0.0059880239520957446,0.027342356973635518
13001,"Appling, GA",2010,Finance and insurance,124.0,4651204.0,37509.709677419356,19.0,-0.26190476190476186,-0.14302412435130818
13001,"Appling, GA",2011,Finance and insurance,158.0,4646910.0,29410.822784810127,18.0,0.27419354838709675,-0.0009232018204318182
13001,"Appling, GA",2012,Finance and insurance,128.0,4706793.0,36771.8203125,17.0,-0.189873417721519,0.0128866278882096
13001,"Appling, GA",2013,Finance and insurance,128.0,5056805.0,39506.2890625,18.0,0.0,0.07436315979903929
13001,"Appling, GA",2014,Finance and insurance,126.0,4943144.0,39231.30158730159,18.0,-0.015625,-0.02247684061378674
13001,"Appling, GA",2015,Finance and insurance,132.0,5349266.0,40524.742424242424,19.0,0.04761904761904767,0.08215864235393511
13001,"Appling, GA",2016,Finance and insurance,136.0,5887642.0,43291.48529411765,21.0,0.030303030303030276,0.10064483613265818
13001,"Appling, GA",2017,Finance and insurance,128.0,6315243.0,49337.8359375,21.0,-0.05882352941176472,0.07262686827765674
13001,"Appling, GA",2019,Finance and insurance,214.0,12386487.0,57880.780373831774,122.0,0.671875,0.9613634819752779
13001,"Appling, GA",2020,Finance and insurance,125.0,6788061.0,54304.488,28.0,-0.4158878504672897,-0.45197851497361596
13001,"Appling, GA",2021,Finance and insurance,116.0,6257575.0,53944.612068965514,29.0,-0.07199999999999995,-0.07814985752190495
13001,"Appling, GA",2022,Finance and insurance,143.0,6906450.0,48296.853146853144,32.0,0.23275862068965525,0.10369432248115285
13001,"Appling, GA",2023,Finance and insurance,141.0,7212114.0,51149.744680851065,31.0,-0.013986013986013957,0.044257759051321566
13001,"Appling, GA",2002,Government and government enterprises,20.0,609051.0,30452.55,7.0,,
13001,"Appling, GA",2003,Government and government enterprises,20.0,611376.0,30568.8,7.0,0.0,0.0038174143052058795
13001,"Appling, GA",2004,Government and government enterprises,23.0,675774.0,29381.478260869564,6.0,0.1499999999999999,0.10533288843526734
13001,"Appling, GA",2005,Government and government enterprises,25.0,719458.0,28778.32,6.0,0.08695652173913038,0.06464291316327642
13001,"Appling, GA",2006,Government and government enterprises,58.0,1579898.0,27239.620689655174,7.0,1.3199999999999998,1.1959558445385277
13001,"Appling, GA",2007,Government and government enterprises,69.0,1884335.0,27309.202898550724,7.0,0.18965517241379315,0.19269408531436838
13001,"Appling, GA",2008,Government and government enterprises,67.0,1890787.0,28220.701492537315,8.0,-0.02898550724637683,0.003424019614346685
13001,"Appling, GA",2009,Government and government enterprises,68.0,1867935.0,27469.632352941175,7.0,0.014925373134328401,-0.012085972666408207
13001,"Appling, GA",2010,Government and government enterprises,66.0,1772259.0,26852.409090909092,7.0,-0.02941176470588236,-0.05122019770495223
13001,"Appling, GA",2011,Government and government enterprises,63.0,1743418.0,27673.301587301587,7.0,-0.045454545454545414,-0.016273580780235886
13001,"Appling, GA",2012,Government and government enterprises,62.0,1658018.0,26742.225806451614,7.0,-0.015873015873015928,-0.04898423671202201
13001,"Appling, GA",2013,Government and government enterprises,59.0,1671552.0,28331.389830508473,7.0,-0.048387096774193505,0.008162758184772523
13001,"Appling, GA",2014,Government and government enterprises,58.0,1639691.0,28270.53448275862,7.0,-0.016949152542372836,-0.019060729190596537
13001,"Appling, GA",2015,Government and government enterprises,56.0,1608360.0,28720.714285714286,6.0,-0.03448275862068961,-0.01910786849473467
13001,"Appling, GA",2016,Government and government enterprises,55.0,1653068.0,30055.78181818182,7.0,-0.017857142857142905,0.027797259320052614
13001,"Appling, GA",2017,Government and government enterprises,59.0,1857141.0,31476.966101694914,7.0,0.07272727272727275,0.12345106190428945
13001,"Appling, GA",2019,Government and government enterprises,58.0,1864797.0,32151.672413793105,7.0,-0.016949152542372836,0.00412246566092711
13001,"Appling, GA",2020,Government and government enterprises,55.0,1805204.0,32821.89090909091,7.0,-0.051724137931034475,-0.03195682961737922
13001,"Appling, GA",2021,Government and government enterprises,54.0,1978334.0,36635.81481481482,8.0,-0.018181818181818188,0.09590605826266718
13001,"Appling, GA",2022,Government and government enterprises,59.0,2329583.0,39484.457627118645,9.0,0.09259259259259256,0.17754787614224887
13001,"Appling, GA",2023,Government and government enterprises,59.0,2480017.0,42034.186440677964,9.0,0.0,0.06457550557331504
13001,"Appling, GA",2002,Health care and social assistance,,,,,,
13001,"Appling, GA",2003,Health care and social assistance,,,,,,
13001,"Appling, GA",2004,Health care and social assistance,,,,,,
13001,"Appling, GA",2005,Health care and social assistance,,,,,,
13001,"Appling, GA",2006,Health care and social assistance,,,,,,
13001,"Appling, GA",2007,Health care and social assistance,,,,,,
13001,"Appling, GA",2008,Health care and social assistance,,,,,,
13001,"Appling, GA",2009,Health care and social assistance,461.0,8549553.0,18545.668112798263,25.0,,
13001,"Appling, GA",2010,Health care and social assistance,454.0,8915042.0,19636.6563876652,25.0,-0.015184381778741818,0.04274948643513876
13001,"Appling, GA",2011,Health care and social assistance,447.0,9123687.0,20410.93288590604,26.0,-0.01541850220264318,0.023403703538356968
13001,"Appling, GA",2012,Health care and social assistance,447.0,9192980.0,20565.950782997763,28.0,0.0,0.007594846250205567
13001,"Appling, GA",2013,Health care and social assistance,319.0,6628563.0,20779.19435736677,27.0,-0.28635346756152125,-0.27895383216323755
13001,"Appling, GA",2014,Health care and social assistance,,,,,,
13001,"Appling, GA",2015,Health care and social assistance,,,,,,
13001,"Appling, GA",2016,Health care and social assistance,,,,,,
13001,"Appling, GA",2017,Health care and social assistance,,,,,,
13001,"Appling, GA",2019,Health care and social assistance,,,,,,
13001,"Appling, GA",2020,Health care and social assistance,,,,,,
13001,"Appling, GA",2021,Health care and social assistance,,,,,,
13001,"Appling, GA",2022,Health care and social assistance,,,,,,
13001,"Appling, GA",2023,Health care and social assistance,,,,,,
13001,"Appling, GA",2002,Information,58.0,1946978.0,33568.58620689655,8.0,,
13001,"Appling, GA",2003,Information,69.0,2060261.0,29858.855072463768,10.0,0.18965517241379315,0.05818401646038107
13001,"Appling, GA",2004,Information,61.0,1910863.0,31325.622950819674,10.0,-0.1159420289855072,-0.072514113503095
13001,"Appling, GA",2005,Information,49.0,1912270.0,39025.91836734694,8.0,-0.19672131147540983,0.0007363165229532509
13001,"Appling, GA",2006,Information,43.0,1813019.0,42163.232558139534,8.0,-0.12244897959183676,-0.05190218954436354
13001,"Appling, GA",2007,Information,41.0,1849475.0,45109.14634146341,7.0,-0.046511627906976716,0.02010789738000529
13001,"Appling, GA",2008,Information,45.0,1693735.0,37638.555555555555,6.0,0.09756097560975618,-0.08420768055799621
13001,"Appling, GA",2009,Information,39.0,1646992.0,42230.5641025641,6.0,-0.1333333333333333,-0.027597587580111438
13001,"Appling, GA",2010,Information,40.0,1678849.0,41971.225,6.0,0.02564102564102555,0.019342534754267282
13001,"Appling, GA",2011,Information,47.0,1889770.0,40207.87234042553,8.0,0.17500000000000004,0.1256342887299573
13001,"Appling, GA",2012,Information,36.0,1601655.0,44490.416666666664,5.0,-0.23404255319148937,-0.15246035231800692
13001,"Appling, GA",2013,Information,33.0,1558134.0,47216.181818181816,5.0,-0.08333333333333337,-0.02717251842625279
13001,"Appling, GA",2014,Information,32.0,1686257.0,52695.53125,5.0,-0.030303030303030276,0.08222848612507017
13001,"Appling, GA",2015,Information,31.0,1330282.0,42912.32258064516,4.0,-0.03125,-0.2111036455297146
13001,"Appling, GA",2016,Information,34.0,1487541.0,43751.205882352944,4.0,0.09677419354838701,0.11821478453440704
13001,"Appling, GA",2017,Information,41.0,1894862.0,46216.14634146341,5.0,0.2058823529411764,0.27382169634315967
13001,"Appling, GA",2019,Information,42.0,1911805.0,45519.166666666664,5.0,0.024390243902439046,0.008941548249951747
13001,"Appling, GA",2020,Information,38.0,1860641.0,48964.23684210526,5.0,-0.09523809523809523,-0.026762143628665025
13001,"Appling, GA",2021,Information,37.0,1751216.0,47330.16216216216,4.0,-0.02631578947368418,-0.05881037771391684
13001,"Appling, GA",2022,Information,32.0,1699646.0,53113.9375,5.0,-0.1351351351351351,-0.029448109199550432
13001,"Appling, GA",2023,Information,33.0,1740584.0,52744.969696969696,6.0,0.03125,0.024086192065877254
13001,"Appling, GA",2002,Other services (except government and government enterprises),293.0,5443217.0,18577.53242320819,35.0,,
13001,"Appling, GA",2003,Other services (except government and government enterprises),278.0,5696547.0,20491.176258992808,36.0,-0.05119453924914674,0.04654049250654535
13001,"Appling, GA",2004,Other services (except government and government enterprises),289.0,5303946.0,18352.754325259517,34.0,0.03956834532374098,-0.06891911889781654
13001,"Appling, GA",2005,Other services (except government and government enterprises),338.0,7016375.0,20758.505917159764,34.0,0.16955017301038056,0.3228594333351056
13001,"Appling, GA",2006,Other services (except government and government enterprises),189.0,4718004.0,24962.984126984127,31.0,-0.44082840236686394,-0.3275724287826691
13001,"Appling, GA",2007,Other services (except government and government enterprises),181.0,4461568.0,24649.546961325967,29.0,-0.042328042328042326,-0.05435264573747711
13001,"Appling, GA",2008,Other services (except government and government enterprises),173.0,4546331.0,26279.369942196532,30.0,-0.04419889502762431,0.018998477665251423
13001,"Appling, GA",2009,Other services (except government and government enterprises),162.0,3977607.0,24553.12962962963,29.0,-0.06358381502890176,-0.12509515915141245
13001,"Appling, GA",2010,Other services (except government and government enterprises),168.0,4200523.0,25003.113095238095,29.0,0.03703703703703698,0.05604274127635023
13001,"Appling, GA",2011,Other services (except government and government enterprises),160.0,4112023.0,25700.14375,29.0,-0.04761904761904767,-0.021068805003567448
13001,"Appling, GA",2012,Other services (except government and government enterprises),117.0,2781347.0,23772.196581196582,29.0,-0.26875000000000004,-0.32360616659974906
13001,"Appling, GA",2013,Other services (except government and government enterprises),110.0,2532686.0,23024.418181818182,30.0,-0.05982905982905984,-0.08940308418906384
13001,"Appling, GA",2014,Other services (except government and government enterprises),109.0,2202276.0,20204.366972477063,29.0,-0.009090909090909038,-0.13045833553784403
13001,"Appling, GA",2015,Other services (except government and government enterprises),125.0,2418563.0,19348.504,28.0,0.14678899082568808,0.09821066932573386
13001,"Appling, GA",2016,Other services (except government and government enterprises),131.0,2740422.0,20919.251908396946,29.0,0.04800000000000004,0.13307860907489277
13001,"Appling, GA",2017,Other services (except government and government enterprises),126.0,2657529.0,21091.5,23.0,-0.03816793893129766,-0.03024826103424949
13001,"Appling, GA",2019,Other services (except government and government enterprises),81.0,2382867.0,29418.11111111111,21.0,-0.3571428571428571,-0.10335239991736689
13001,"Appling, GA",2020,Other services (except government and government enterprises),104.0,3630609.0,34909.70192307692,24.0,0.28395061728395055,0.5236305677152775
13001,"Appling, GA",2021,Other services (except government and government enterprises),119.0,4066099.0,34168.899159663866,28.0,0.14423076923076916,0.11994957319832578
13001,"Appling, GA",2022,Other services (except government and government enterprises),134.0,4938380.0,36853.58208955224,27.0,0.12605042016806722,0.2145252734869465
13001,"Appling, GA",2023,Other services (except government and government enterprises),131.0,5237352.0,39979.78625954199,28.0,-0.02238805970149249,0.06054050113600007
13001,"Appling, GA",2002,Professional and business services,63.0,2011197.0,31923.761904761905,19.0,,
13001,"Appling, GA",2003,Professional and business services,63.0,2255071.0,35794.77777777778,22.0,0.0,0.12125813632379123
13001,"Appling, GA",2004,Professional and business services,59.0,2208402.0,37430.542372881355,21.0,-0.06349206349206349,-0.02069513554118696
13001,"Appling, GA",2005,Professional and business services,68.0,2342623.0,34450.33823529412,24.0,0.15254237288135597,0.06077743092063859
13001,"Appling, GA",2006,Professional and business services,60.0,2291046.0,38184.1,23.0,-0.11764705882352944,-0.022016773505596055
13001,"Appling, GA",2007,Professional and business services,61.0,2451331.0,40185.75409836065,23.0,0.016666666666666607,0.06996149357105885
13001,"Appling, GA",2008,Professional and business services,,,,,,
13001,"Appling, GA",2009,Professional and business services,,,,,,
13001,"Appling, GA",2010,Professional and business services,61.0,2535592.0,41567.08196721312,24.0,,
13001,"Appling, GA",2011,Professional and business services,57.0,2676979.0,46964.54385964912,24.0,-0.06557377049180324,0.05576094261221831
13001,"Appling, GA",2012,Professional and business services,63.0,2816071.0,44699.53968253968,26.0,0.10526315789473695,0.0519585697160867
13001,"Appling, GA",2013,Professional and business services,63.0,2881163.0,45732.74603174603,29.0,0.0,0.023114474031372012
13001,"Appling, GA",2014,Professional and business services,57.0,2709647.0,47537.666666666664,28.0,-0.09523809523809523,-0.05953012724375539
13001,"Appling, GA",2015,Professional and business services,62.0,3274750.0,52818.54838709677,28.0,0.08771929824561409,0.2085522579140382
13001,"Appling, GA",2016,Professional and business services,65.0,3840435.0,59083.61538461538,28.0,0.048387096774193505,0.17274143064356062
13001,"Appling, GA",2017,Professional and business services,56.0,3377333.0,60309.517857142855,22.0,-0.1384615384615384,-0.12058581905435195
13001,"Appling, GA",2019,Professional and business services,54.0,3588776.0,66458.81481481482,19.0,-0.0357142857142857,0.06260650045464877
13001,"Appling, GA",2020,Professional and business services,65.0,3730585.0,57393.61538461538,21.0,0.20370370370370372,0.03951458658885376
13001,"Appling, GA",2021,Professional and business services,80.0,5131826.0,64147.825,24.0,0.23076923076923084,0.37560891924456885
13001,"Appling, GA",2022,Professional and business services,107.0,8753288.0,81806.42990654205,23.0,0.3374999999999999,0.7056868257029758
13001,"Appling, GA",2023,Professional and business services,97.0,7598997.0,78340.17525773196,24.0,-0.09345794392523366,-0.13186941866873336
13001,"Appling, GA",2002,Real estate and rental and leasing,23.0,338832.0,14731.826086956522,6.0,,
13001,"Appling, GA",2003,Real estate and rental and leasing,32.0,385282.0,12040.0625,7.0,0.3913043478260869,0.13708858667422197
13001,"Appling, GA",2004,Real estate and rental and leasing,42.0,440528.0,10488.761904761905,7.0,0.3125,0.1433910745895215
13001,"Appling, GA",2005,Real estate and rental and leasing,48.0,589700.0,12285.416666666666,8.0,0.1428571428571428,0.33862092761413587
13001,"Appling, GA",2006,Real estate and rental and leasing,39.0,565659.0,14504.076923076924,8.0,-0.1875,-0.04076818721383757
13001,"Appling, GA",2007,Real estate and rental and leasing,37.0,554959.0,14998.891891891892,9.0,-0.05128205128205132,-0.01891599002225719
13001,"Appling, GA",2008,Real estate and rental and leasing,38.0,633417.0,16668.86842105263,9.0,0.027027027027026973,0.1413762097740554
13001,"Appling, GA",2009,Real estate and rental and leasing,28.0,465121.0,16611.464285714286,9.0,-0.26315789473684215,-0.265695426551545
13001,"Appling, GA",2010,Real estate and rental and leasing,23.0,384668.0,16724.695652173912,9.0,-0.1785714285714286,-0.17297219433222755
13001,"Appling, GA",2011,Real estate and rental and leasing,22.0,326967.0,14862.136363636364,8.0,-0.04347826086956519,-0.15000207971549495
13001,"Appling, GA",2012,Real estate and rental and leasing,22.0,389985.0,17726.590909090908,8.0,0.0,0.19273504665608465
13001,"Appling, GA",2013,Real estate and rental and leasing,19.0,266447.0,14023.526315789473,9.0,-0.13636363636363635,-0.3167762862674205
13001,"Appling, GA",2014,Real estate and rental and leasing,20.0,246764.0,12338.2,9.0,0.05263157894736836,-0.0738721021441412
13001,"Appling, GA",2015,Real estate and rental and leasing,16.0,172546.0,10784.125,8.0,-0.19999999999999996,-0.3007651034997001
13001,"Appling, GA",2016,Real estate and rental and leasing,13.0,142675.0,10975.0,8.0,-0.1875,-0.17311905231068814
13001,"Appling, GA",2017,Real estate and rental and leasing,10.0,108865.0,10886.5,3.0,-0.23076923076923073,-0.23697213947783424
13001,"Appling, GA",2019,Real estate and rental and leasing,8.0,112885.0,14110.625,6.0,-0.19999999999999996,0.03692646856198034
13001,"Appling, GA",2020,Real estate and rental and leasing,6.0,92390.0,15398.333333333334,5.0,-0.25,-0.18155645125570274
13001,"Appling, GA",2021,Real estate and rental and leasing,10.0,144447.0,14444.7,6.0,0.6666666666666667,0.5634484251542375
13001,"Appling, GA",2022,Real estate and rental and leasing,10.0,145419.0,14541.9,6.0,0.0,0.006729111715715774
13001,"Appling, GA",2023,Real estate and rental and leasing,9.0,136692.0,15188.0,6.0,-0.09999999999999998,-0.06001279062570919
13001,"Appling, GA",2002,Retail trade,568.0,9983204.0,17576.063380281692,77.0,,
13001,"Appling, GA",2003,Retail trade,577.0,10228041.0,17726.240901213172,79.0,0.015845070422535246,0.024524892008617627
13001,"Appling, GA",2004,Retail trade,602.0,11229047.0,18652.90199335548,79.0,0.0433275563258233,0.09786879031869344
13001,"Appling, GA",2005,Retail trade,782.0,13311201.0,17021.996163682863,75.0,0.2990033222591362,0.18542570887805532
13001,"Appling, GA",2006,Retail trade,722.0,12936299.0,17917.31163434903,75.0,-0.07672634271099743,-0.02816440079298632
13001,"Appling, GA",2007,Retail trade,682.0,12874568.0,18877.66568914956,73.0,-0.05540166204986152,-0.00477192124269854
