GeoID,County,Year,Accommodation and food services,"Arts, entertainment, and recreation",Educational services,Administrative and support and waste management and remediation services,"Agriculture, forestry, fishing and hunting",Construction,Durable goods manufacturing,Finance and insurance,Government and government enterprises,Health care and social assistance,Information,Natural resources and mining,Nondurable goods manufacturing,Other services (except government and government enterprises),Private industries,Professional and business services,Real estate and rental and leasing,Retail trade,Transportation and warehousing,Utilities,Wholesale trade,TOT_POP,TOT_MALE,TOT_FEMALE,Unemployment_Rate,Per_Capita_Personal_Income,Real_GDP,Percent_Change_Real_GDP,Bachelor_Degree_or_Higher_Pct,accom_employment_growth_rate,accom_wage_growth_rate,admin_employment_growth_rate,admin_wage_growth_rate,arts_employment_growth_rate,arts_wage_growth_rate,const_employment_growth_rate,const_wage_growth_rate,edu_employment_growth_rate,edu_wage_growth_rate,finance_employment_growth_rate,finance_wage_growth_rate,govt_employment_growth_rate,govt_wage_growth_rate,health_employment_growth_rate,health_wage_growth_rate,info_employment_growth_rate,info_wage_growth_rate,other_svc_employment_growth_rate,other_svc_wage_growth_rate,professional_employment_growth_rate,professional_wage_growth_rate,realestate_employment_growth_rate,realestate_wage_growth_rate,retail_employment_growth_rate,retail_wage_growth_rate,transport_employment_growth_rate,transport_wage_growth_rate,utilities_employment_growth_rate,utilities_wage_growth_rate,wholesale_employment_growth_rate,wholesale_wage_growth_rate
13001,"Appling, GA",2016,0.05,0.0,0.0,0.01,0.39,-0.21,-0.11,-0.18,-0.27,0.67,0.03,0.39,-0.06,0.05,7.23,0.06,-0.19,0.71,-0.36,0.26,-0.05,18443,9218.0,9225.0,7.3,31677,1611880,7.0,11.9,-0.1148514851485148,0.0274893216697733,0.0909090909090908,0.0619531134817288,-0.1999999999999999,-0.1563184498736309,0.0075376884422111,0.0048133653996271,0.0,0.0020580814044186,0.0303030303030302,0.1006448361326581,-0.0178571428571429,0.0277972593200526,-0.2863534675615212,-0.2789538321632375,0.096774193548387,0.118214784534407,0.048,0.1330786090748927,0.0483870967741935,0.1727414306435606,-0.1875,-0.1731190523106881,0.2554240631163709,0.4035884879376921,-0.1672597864768683,-0.1786474259307955,,,0.1398305084745763,0.4407432371339093
13001,"Appling, GA",2017,0.03,0.0,-0.01,-0.01,0.5,-0.01,0.6,-0.1,-0.23,-0.01,0.05,0.5,-0.22,-0.03,-4.52,-0.04,-0.07,0.79,,-0.23,,18447,9220.0,9227.0,6.3,33147,1535236,-4.8,11.5,-0.1148514851485148,0.0274893216697733,-0.3854166666666666,-0.0683371974615496,-0.1999999999999999,-0.1563184498736309,0.0099750623441396,0.0365630914965693,0.0,0.0020580814044186,-0.0588235294117647,0.0726268682776567,0.0727272727272727,0.1234510619042894,-0.2863534675615212,-0.2789538321632375,0.2058823529411764,0.2738216963431596,-0.0381679389312976,-0.0302482610342494,-0.1384615384615384,-0.1205858190543519,-0.2307692307692307,-0.2369721394778342,0.0557737627651218,0.1342295030233855,-0.1672597864768683,-0.1786474259307955,,,0.1398305084745763,0.4407432371339093
13001,"Appling, GA",2018,0.19,0.0,0.0,0.02,,0.01,-0.15,-0.13,-0.07,0.0,0.03,0.46,-0.1,0.0,-4.03,0.04,0.06,0.12,-0.24,-0.23,0.38,18538,9263.0,9275.0,5.0,33736,1472193,-4.1,9.7,-0.1148514851485148,0.0274893216697733,-0.20118290960451968,-0.20387604119945973,-0.1999999999999999,-0.1563184498736309,0.0543702472214525,0.10633975541490234,0.0,0.0020580814044186,0.30652573529411764,0.5169951751264673,0.027889060092449944,0.06378676378260825,-0.2863534675615212,-0.2789538321632375,0.1151362984218077,0.14138162229655565,-0.19765539803707735,-0.0668003304758081,-0.08708791208791206,-0.02898965929985159,-0.21538461538461529,-0.10002283545792695,-0.039821451950772406,0.04436436193513349,-0.1672597864768683,-0.1786474259307955,,,0.1398305084745763,0.4407432371339093
13001,"Appling, GA",2019,0.1,-0.01,0.0,-0.04,,0.13,0.01,0.72,0.14,0.06,0.01,-1.36,-0.11,0.02,3.74,-0.01,-0.34,-0.17,0.21,0.26,0.38,18389,9173.0,9216.0,4.7,35709,1529301,3.9,9.8,-0.1148514851485148,0.0274893216697733,-0.0169491525423728,-0.3394148849373698,-0.1999999999999999,-0.1563184498736309,0.0987654320987654,0.1761164193332354,0.0,0.0020580814044186,0.671875,0.961363481975278,-0.0169491525423728,0.0041224656609271,-0.2863534675615212,-0.2789538321632375,0.024390243902439,0.0089415482499517,-0.3571428571428571,-0.1033523999173668,-0.0357142857142857,0.0626065004546487,-0.1999999999999999,0.0369264685619803,-0.1354166666666666,-0.0455007791531185,-0.1672597864768683,-0.1786474259307955,,,0.1398305084745763,0.4407432371339093
13001,"Appling, GA",2020,-0.2,,,0.1,-0.82,0.13,0.37,-0.35,-0.17,0.16,-0.03,-0.82,0.1,0.04,7.45,0.11,-0.3,-0.26,-0.16,0.26,0.2,18378,9203.0,9175.0,5.4,39102,1640681,7.3,9.5,-0.1148514851485148,0.0274893216697733,0.603448275862069,1.0427684900478398,-0.1999999999999999,-0.1563184498736309,0.0449438202247192,0.105082414998685,0.0,0.0020580814044186,-0.4158878504672897,-0.4519785149736159,-0.0517241379310344,-0.0319568296173792,-0.2863534675615212,-0.2789538321632375,-0.0952380952380952,-0.026762143628665,0.2839506172839505,0.5236305677152775,0.2037037037037037,0.0395145865888537,-0.25,-0.1815564512557027,-0.0197934595524956,0.0879949837530982,-0.1672597864768683,-0.1786474259307955,,,-0.1635687732342007,0.0118239909054294
13001,"Appling, GA",2021,0.21,0.0,0.01,-0.2,0.65,0.12,-0.37,-0.08,0.08,0.27,0.02,0.65,-0.07,-0.05,-0.89,-0.08,0.37,0.07,-0.12,-0.23,0.11,18421,9237.0,9184.0,4.1,42794,1627392,-0.8,9.7,-0.1148514851485148,0.0274893216697733,-0.2473118279569892,-0.7156701892018044,-0.1999999999999999,-0.1563184498736309,-0.0817204301075268,-0.0094416859300187,0.0,0.0020580814044186,-0.0719999999999999,-0.0781498575219049,-0.0181818181818181,0.0959060582626671,-0.2863534675615212,-0.2789538321632375,-0.0263157894736841,-0.0588103777139168,0.1442307692307691,0.1199495731983257,0.2307692307692308,0.3756089192445688,0.6666666666666667,0.5634484251542375,0.0105355575065846,0.1335915249711208,-0.1672597864768683,-0.1786474259307955,,,0.031111111111111,0.1312870851672427
13001,"Appling, GA",2022,0.09,,0.0,0.0,1.37,0.02,-0.05,-0.14,-0.05,-0.5,0.0,1.37,-0.02,0.01,5.41,0.24,,-0.26,,0.26,0.09,18479,9289.0,9190.0,4.1,44609,1714572,5.4,10.0,-0.1148514851485148,0.0274893216697733,-0.1714285714285713,-0.0569433318094311,-0.1999999999999999,-0.1563184498736309,0.0210772833723653,0.1373806762966565,0.0,0.0020580814044186,0.2327586206896552,0.1036943224811528,0.0925925925925925,0.1775478761422488,-0.2863534675615212,-0.2789538321632375,-0.1351351351351351,-0.0294481091995504,0.1260504201680672,0.2145252734869465,0.3374999999999999,0.7056868257029758,0.0,0.0067291117157157,0.0199826238053866,0.0718480985906564,-0.1672597864768683,-0.1786474259307955,,,-0.0172413793103448,-0.1227144368606362
13001,"Appling, GA",2023,0.04,0.0,0.0,-0.01,0.48,3.26,0.03,0.03,0.06,-0.11,0.02,0.48,-0.02,-0.07,3.66,-0.08,0.0,0.56,0.03,-0.23,0.02,18517,9305.0,9212.0,3.9,48022,1778298,3.7,9.9,-0.1148514851485148,0.0274893216697733,-0.1551724137931034,-0.1699871556760526,-0.1999999999999999,-0.1563184498736309,1.311926605504587,3.2432834710537595,0.0,0.0020580814044186,-0.0139860139860139,0.0442577590513215,0.0,0.064575505573315,-0.2863534675615212,-0.2789538321632375,0.03125,0.0240861920658772,-0.0223880597014924,0.060540501136,-0.0934579439252336,-0.1318694186687333,-0.0999999999999999,-0.0600127906257091,0.0153321976149913,-0.0021613260804307,-0.1672597864768683,-0.1786474259307955,,,-0.0175438596491228,0.0576201285304005
13003,"Atkinson, GA",2002,-0.06,,0.0,0.1,-4.32,-0.94,0.88,0.3,0.39,0.7,,-4.869999999999999,2.365,0.19,-0.14,,0.48,-0.2,,0.02,0.08,7748,,,5.8,18623,162676,0.2,,,,-0.0869565217391304,-0.3767813818607328,,,0.6000000000000001,0.2091282298961603,,,-0.0204081632653061,0.0652480399358492,0.1666666666666667,-0.0731086568553914,-0.0434782608695651,0.0840055812291467,,,0.1666666666666667,0.1401556458808366,0.0,0.0811354487467848,0.0,0.7505795533575459,-0.0853658536585365,-0.0060090078902086,-0.2444444444444444,-0.1881625416207419,,,0.0897435897435896,0.0498997942567525
13003,"Atkinson, GA",2003,0.12,,0.01,,2.29,0.12,3.29,,0.44,0.22,,2.29,0.16,0.07,6.85,0.17,,0.02,-0.03,0.0,-0.08,7990,,,6.0,19431,174519,7.3,,,,-0.0869565217391304,-0.3767813818607328,,,0.6000000000000001,0.2091282298961603,,,-0.0204081632653061,0.0652480399358492,0.1666666666666667,-0.0731086568553914,-0.0434782608695651,0.0840055812291467,,,0.1666666666666667,0.1401556458808366,0.0,0.0811354487467848,0.0,0.7505795533575459,-0.0853658536585365,-0.0060090078902086,-0.2444444444444444,-0.1881625416207419,,,0.0897435897435896,0.0498997942567525
13003,"Atkinson, GA",2004,-0.08,0.06,0.01,,2.03,0.13,2.21,,-0.34,0.07,,2.03,-0.9,-0.01,1.1,,,-0.76,0.32,0.0,-0.05,7985,,,7.8,20480,175842,0.8,,,,-0.0869565217391304,-0.3767813818607328,,,0.375,0.2016320009130074,,,-0.0204081632653061,0.0652480399358492,0.1666666666666667,-0.0731086568553914,-0.0606060606060605,0.0470977358631248,,,0.0,0.0600286937808403,0.0,0.0811354487467848,0.0,0.7505795533575459,-0.0266666666666666,0.0172305910987875,0.2941176470588236,0.1823393364389904,,,0.0897435897435896,0.0498997942567525
13003,"Atkinson, GA",2005,-0.17,-0.05,-0.01,-0.06,3.21,0.15,3.29,0.39,0.23,0.05,,3.21,-1.39,,7.03,-0.04,0.63,0.17,-0.5,-0.01,,8096,,,5.4,21343,188608,7.3,,,,-0.0869565217391304,-0.3767813818607328,,,1.0909090909090908,0.682311947953272,,,-0.0204081632653061,0.0652480399358492,0.1666666666666667,-0.0731086568553914,0.1129032258064515,0.0382238890249204,,,-0.014285714285714271,0.026227856655472573,0.0,0.0811354487467848,0.0,0.7505795533575459,0.0205479452054795,0.1120413407437208,-0.1818181818181817,-0.0701838368186152,,,0.0897435897435896,0.0498997942567525
13003,"Atkinson, GA",2006,0.05,-0.06,0.0,0.22,,,1.52,0.13,0.01,1.4,0.06,,-2.43,-0.11,2.03,0.23,1.79,0.32,0.44,0.0,0.17,8197,,,5.3,21034,192461,2.0,,,,-0.0869565217391304,-0.3767813818607328,,,1.030681818181818,0.6512663907435726,,,0.1458333333333332,0.0539150456571964,0.1666666666666667,-0.0731086568553914,0.0434782608695651,0.3834327038197975,,,-0.028571428571428543,-0.0075729804698951575,0.0,0.0811354487467848,-0.125,-0.0334374344769745,0.0134228187919462,0.079989328029467,0.3333333333333332,0.2724460881695436,,,0.0897435897435896,0.0498997942567525
13003,"Atkinson, GA",2007,-0.11,0.01,0.01,,-4.32,-0.15,,-0.21,-0.08,-0.95,-0.09,-4.869999999999999,,0.04,-9.16,0.18,1.62,-0.2,0.21,-0.01,0.17,8346,,,5.7,21178,174681,-9.2,,,,-0.0869565217391304,-0.3767813818607328,,,0.9704545454545453,0.6202208335338731,,,0.018181818181818,-0.0065137613538781,0.1666666666666667,-0.0731086568553914,-0.2222222222222222,-0.3761037989601838,,,-0.042857142857142816,-0.04137381759526289,0.0,0.0811354487467848,1.5714285714285716,2.016612054300296,0.0662251655629138,0.064230507818336,0.0416666666666667,0.0172085150168794,,,0.0897435897435896,0.0498997942567525
13003,"Atkinson, GA",2008,-0.02,-0.01,-0.03,,2.26,-0.01,,0.35,-0.61,0.06,,2.25,,,10.0,-0.59,-0.98,0.37,0.24,0.0,0.98,8366,,,8.5,22880,191088,9.4,,,,-0.0869565217391304,-0.3767813818607328,,,0.9102272727272727,0.5891752763241738,,,-0.0535714285714286,-0.0073745417883404,0.1666666666666667,-0.0731086568553914,0.3392857142857142,0.8499186192811312,,,-0.057142857142857086,-0.07517465472063062,0.0,0.0811354487467848,-0.2777777777777778,-0.1563682744421231,0.0683229813664596,0.1405167579760247,0.1,0.0314863427012876,,,0.0897435897435896,0.0498997942567525
13003,"Atkinson, GA",2009,-0.04,0.0,-0.02,-0.03,,,-2.87,0.87,-0.6,-0.28,,,0.35,,-1.52,0.46,2.23,0.4,0.0,-0.02,0.17,8386,,,14.9,22427,187033,-2.1,,,,-0.0869565217391304,-0.3767813818607328,,,0.85,0.5581297191144743,,,-0.0566037735849056,-0.0429175949915821,0.1666666666666667,-0.0731086568553914,-0.0533333333333333,-0.1019815586070572,,,-0.07142857142857136,-0.10897549184599836,0.0,0.0811354487467848,-0.2307692307692307,-0.4678893320352981,0.0639534883720929,0.1285818799625533,-0.1090909090909091,0.0485340329666272,,,0.0897435897435896,0.0498997942567525
13003,"Atkinson, GA",2010,0.01,,,0.05,-3.16,0.9,3.29,,-0.15,,,-3.13,-0.59,,1.4,1.78,,0.29,0.35,-0.07,0.51,8363,4231.0,4132.0,15.0,21744,189361,1.2,8.0,,,-0.0869565217391304,-0.3767813818607328,,,0.7897727272727273,0.5270841619047749,,,-0.0474528301886792,-0.026090643153591497,0.1666666666666667,-0.0731086568553914,-0.052941176470588214,-0.09573175536774337,,,-0.08571428571428563,-0.14277632897136608,0.0,0.0811354487467848,-0.17307692307692302,-0.3465202954344638,0.0218579234972677,0.0365253707975838,0.0,-0.0426820361794759,,,0.0897435897435896,0.0498997942567525
13003,"Atkinson, GA",2011,0.01,0.01,0.01,0.07,,,2.56,0.63,-0.29,-0.06,-0.09,,-2.43,-0.3,-1.42,1.04,1.33,-0.17,,0.0,,8359,4168.0,4191.0,12.6,23621,186110,-1.7,8.3,,,-0.0869565217391304,-0.3767813818607328,,,0.7295454545454545,0.4960386046950755,,,-0.0383018867924528,-0.009263691315600897,0.1666666666666667,-0.0731086568553914,-0.05254901960784312,-0.08948195212842952,,,-0.0999999999999999,-0.1765771660967338,0.0,0.0811354487467848,-0.11538461538461535,-0.2251512588336295,-0.0641711229946524,-0.0594116895600284,0.030651340996168588,-0.01309112532300559,,,0.0897435897435896,0.0498997942567525
13003,"Atkinson, GA",2012,0.08,0.03,0.05,-0.05,-1.26,0.45,3.29,,-0.51,-0.04,-0.09,-1.26,-0.26,-0.19,-0.9,-1.66,,0.1,-0.02,-0.01,0.12,8254,4155.0,4099.0,11.4,24140,183491,-1.4,8.7,,,-0.0869565217391304,-0.3767813818607328,,,0.6693181818181818,0.46499304748537607,,,-0.029150943396226398,0.007563260522389703,0.1666666666666667,-0.0731086568553914,-0.05215686274509803,-0.08323214888911569,,,-0.1111111111111111,-0.0920347100870315,0.0,0.0811354487467848,-0.05769230769230768,-0.10378222223279521,-0.0971428571428572,0.0529708645591806,0.061302681992337175,0.01649978553346472,,,0.0897435897435896,0.0498997942567525
